objeto,config,ley,r_as,media_flujo,fraccion_visible
M104,18a66_212,A,2.0,3.774e-7,1.000
M104,18a66_212,A,10.0,1.278e-7,1.000
M104,18a66_212,A,14.0,6.373e-8,1.000
M104,18a66_212,A,18.0,4.064e-8,1.000
M104,18a66_212,A,22.0,2.774e-8,1.000
M104,18a66_212,A,26.0,2.654e-8,1.000
M104,18a66_212,A,30.0,2.430e-8,1.000
M104,18a66_212,A,34.0,1.908e-8,1.000
M104,18a66_212,A,38.0,1.484e-8,1.000
M104,18a66_212,A,42.0,1.190e-8,0.972
M104,18a66_212,A,46.0,1.334e-8,1.000
M104,18a66_212,A,50.0,1.057e-8,1.000
M104,18a66_212,A,54.0,8.242e-9,0.979
M104,18a66_212,A,58.0,7.259e-9,1.000
M104,18a66_212,A,62.0,6.629e-9,0.985
M104,18a66_212,A,66.0,5.810e-9,1.000
M104,18a66_212,A,70.0,4.141e-9,0.981
M104,18a66_212,A,74.0,3.511e-9,1.000
M104,18a66_212,A,78.0,4.108e-9,1.000
M104,18a66_212,A,82.0,5.076e-9,1.000
M104,18a66_212,A,86.0,2.544e-9,1.000
M104,18a66_212,A,90.0,1.328e-9,0.944
M104,18a66_212,A,94.0,2.092e-9,0.964
M104,18a66_212,A,98.0,2.014e-9,0.938
M104,18a66_212,A,102.0,1.314e-9,0.978
M104,18a66_212,A,106.0,6.164e-10,0.900
M104,18a66_212,A,110.0,1.160e-9,0.870
M104,18a66_212,A,114.0,9.245e-10,0.795
M104,18a66_212,A,118.0,8.323e-10,0.804
M104,18a66_212,A,122.0,2.419e-10,0.759
M104,18a66_212,A,126.0,5.429e-10,0.632
M104,18a66_212,A,130.0,5.341e-10,0.565
M104,18a66_212,A,134.0,4.583e-10,0.492
M104,18a66_212,A,138.0,5.991e-11,0.397
M104,18a66_212,A,142.0,3.411e-10,0.353
M104,18a66_212,A,146.0,3.052e-10,0.311
M104,18a66_212,A,150.0,2.104e-10,0.211
M104,18a66_212,A,154.0,1.513e-11,0.161
M104,18a66_212,A,158.0,1.432e-10,0.194
M104,18a66_212,A,162.0,1.056e-10,0.203
M104,18a66_212,A,166.0,6.359e-11,0.131
M104,18a66_212,A,170.0,8.544e-10,0.137
M104,18a66_212,A,174.0,3.168e-11,0.131
M104,18a66_212,A,178.0,1.779e-10,0.116
M104,18a66_212,A,182.0,7.787e-12,0.083
M104,18a66_212,A,186.0,1.838e-12,0.028
M104,18a66_212,A,190.0,2.332e-11,0.064
M104,18a66_212,A,194.0,3.062e-12,0.045
M104,18a66_212,A,198.0,5.519e-11,0.018
M104,18a66_212,A,202.0,3.908e-12,0.011
M104,18a66_212,A,206.0,7.593e-12,0.017
M104,18a66_212,A,210.0,8.999e-13,0.005
M104,18a66_212,A,214.0,2.410e-11,0.015
M104,18a66_212,A,218.0,4.564e-12,0.018
M104,18a66_212,A,222.0,7.384e-11,0.025
M104,18a66_212,A,226.0,1.039e-9,0.028
M104,18a66_212,A,230.0,1.206e-9,0.045
M104,18a66_212,A,234.0,6.495e-10,0.042
M104,18a66_212,A,238.0,1.057e-10,0.027
M104,18a66_212,A,242.0,9.559e-12,0.024
M104,18a66_212,A,246.0,2.677e-11,0.014
M104,18a66_212,A,250.0,3.016e-11,0.025
M104,18a66_212,A,254.0,3.704e-11,0.013
M104,18a66_212,A,258.0,7.104e-10,0.013
M104,18a66_212,A,262.0,1.185e-13,0.004
M104,18a66_212,A,270.0,5.889e-12,0.004
M104,18a66_212,A,274.0,7.754e-12,0.012
M104,18a66_212,A,278.0,4.882e-11,0.012
M104,18a66_212,A,282.0,1.212e-12,0.004
M104,18a66_212,A,286.0,4.524e-12,0.004
M104,18a66_212,A,290.0,5.128e-13,0.004
M104,18a66_212,A,302.0,5.282e-12,0.007
M104,18a66_212,A,306.0,9.285e-10,0.018
M104,18a66_212,A,310.0,4.099e-11,0.018
M104,18a66_212,A,314.0,6.166e-12,0.024
M104,18a66_212,A,318.0,2.558e-9,0.014
M104,18a66_212,A,322.0,4.235e-11,0.019
M104,18a66_212,A,326.0,6.984e-12,0.007
M104,18a66_212,A,330.0,3.631e-13,0.007
M104,18a66_212,A,342.0,2.513e-12,0.013
M104,18a66_212,A,346.0,3.509e-11,0.010
M104,18a66_212,A,350.0,3.603e-11,0.014
M104,18a66_212,A,354.0,3.316e-11,0.009
M104,18a66_212,A,358.0,2.134e-11,0.016
M104,18a66_212,A,366.0,4.093e-14,0.003
M104,18a66_212,A,370.0,8.198e-13,0.006
M104,18a66_212,A,374.0,1.214e-10,0.009
M104,18a66_212,A,378.0,1.448e-12,0.006
M104,18a66_212,A,382.0,5.862e-11,0.012
M104,18a66_212,A,386.0,2.581e-11,0.019
M104,18a66_212,A,390.0,3.235e-12,0.006
M104,18a66_212,A,394.0,7.058e-13,0.003
M104,18a66_212,A,398.0,3.168e-12,0.009
M104,18a66_212,A,406.0,4.856e-12,0.008
M104,18a66_212,A,410.0,2.303e-10,0.022
M104,18a66_212,A,414.0,2.706e-10,0.027
M104,18a66_212,A,418.0,1.571e-10,0.024
M104,18a66_212,A,422.0,9.293e-10,0.015
M104,18a66_212,A,426.0,1.391e-9,0.016
M104,18a66_212,A,430.0,2.142e-10,0.017
M104,18a66_212,A,434.0,3.141e-11,0.017
M104,18a66_212,A,438.0,1.232e-11,0.012
M104,18a66_212,A,442.0,1.240e-12,0.015
M104,18a66_212,A,446.0,9.601e-13,0.008
M104,18a66_212,A,450.0,6.065e-12,0.003
M104,18a66_212,A,458.0,3.015e-13,0.002
M104,18a66_212,A,466.0,1.789e-14,0.002
M104,18a66_212,A,482.0,1.358e-12,0.002
M104,18a66_212,A,486.0,3.167e-13,0.004
M104,18a66_212,A,510.0,1.396e-11,0.002
M104,18a66_212,A,518.0,7.735e-16,0.002
M104,18a66_212,A,546.0,9.698e-16,0.002
M104,18a66_212,B,2.0,3.774e-7,1.000
M104,18a66_212,B,10.0,1.278e-7,1.000
M104,18a66_212,B,14.0,6.373e-8,1.000
M104,18a66_212,B,18.0,4.070e-8,1.000
M104,18a66_212,B,22.0,2.779e-8,1.000
M104,18a66_212,B,26.0,2.655e-8,1.000
M104,18a66_212,B,30.0,2.432e-8,1.000
M104,18a66_212,B,34.0,1.908e-8,1.000
M104,18a66_212,B,38.0,1.486e-8,1.000
M104,18a66_212,B,42.0,1.191e-8,0.972
M104,18a66_212,B,46.0,1.336e-8,1.000
M104,18a66_212,B,50.0,1.062e-8,1.000
M104,18a66_212,B,54.0,8.329e-9,0.979
M104,18a66_212,B,58.0,7.362e-9,1.000
M104,18a66_212,B,62.0,6.784e-9,0.985
M104,18a66_212,B,66.0,6.016e-9,1.000
M104,18a66_212,B,70.0,4.384e-9,0.981
M104,18a66_212,B,74.0,3.746e-9,1.000
M104,18a66_212,B,78.0,4.304e-9,1.000
M104,18a66_212,B,82.0,5.287e-9,1.000
M104,18a66_212,B,86.0,2.743e-9,1.000
M104,18a66_212,B,90.0,1.504e-9,0.944
M104,18a66_212,B,94.0,2.226e-9,0.964
M104,18a66_212,B,98.0,2.129e-9,0.948
M104,18a66_212,B,102.0,1.436e-9,0.989
M104,18a66_212,B,106.0,7.325e-10,0.975
M104,18a66_212,B,110.0,1.245e-9,0.920
M104,18a66_212,B,114.0,9.984e-10,0.893
M104,18a66_212,B,118.0,9.007e-10,0.859
M104,18a66_212,B,122.0,3.036e-10,0.815
M104,18a66_212,B,126.0,5.934e-10,0.721
M104,18a66_212,B,130.0,5.716e-10,0.685
M104,18a66_212,B,134.0,4.915e-10,0.575
M104,18a66_212,B,138.0,8.294e-11,0.491
M104,18a66_212,B,142.0,3.643e-10,0.419
M104,18a66_212,B,146.0,3.349e-10,0.386
M104,18a66_212,B,150.0,2.360e-10,0.266
M104,18a66_212,B,154.0,2.229e-11,0.194
M104,18a66_212,B,158.0,1.688e-10,0.229
M104,18a66_212,B,162.0,1.335e-10,0.230
M104,18a66_212,B,166.0,8.120e-11,0.163
M104,18a66_212,B,170.0,8.578e-10,0.177
M104,18a66_212,B,174.0,4.203e-11,0.155
M104,18a66_212,B,178.0,1.844e-10,0.122
M104,18a66_212,B,182.0,1.127e-11,0.100
M104,18a66_212,B,186.0,2.873e-12,0.049
M104,18a66_212,B,190.0,2.964e-11,0.080
M104,18a66_212,B,194.0,4.733e-12,0.080
M104,18a66_212,B,198.0,5.615e-11,0.037
M104,18a66_212,B,202.0,5.102e-12,0.011
M104,18a66_212,B,206.0,9.759e-12,0.022
M104,18a66_212,B,210.0,1.293e-12,0.030
M104,18a66_212,B,214.0,2.458e-11,0.020
M104,18a66_212,B,218.0,6.188e-12,0.018
M104,18a66_212,B,222.0,7.929e-11,0.025
M104,18a66_212,B,226.0,1.041e-9,0.028
M104,18a66_212,B,230.0,1.207e-9,0.045
M104,18a66_212,B,234.0,6.532e-10,0.042
M104,18a66_212,B,238.0,1.075e-10,0.032
M104,18a66_212,B,242.0,1.237e-11,0.028
M104,18a66_212,B,246.0,2.724e-11,0.019
M104,18a66_212,B,250.0,3.260e-11,0.025
M104,18a66_212,B,254.0,3.753e-11,0.013
M104,18a66_212,B,258.0,7.130e-10,0.013
M104,18a66_212,B,262.0,2.344e-13,0.004
M104,18a66_212,B,270.0,7.324e-12,0.004
M104,18a66_212,B,274.0,9.724e-12,0.012
M104,18a66_212,B,278.0,4.918e-11,0.012
M104,18a66_212,B,282.0,1.631e-12,0.004
M104,18a66_212,B,286.0,5.673e-12,0.004
M104,18a66_212,B,290.0,7.486e-13,0.004
M104,18a66_212,B,298.0,7.843e-16,0.004
M104,18a66_212,B,302.0,6.701e-12,0.007
M104,18a66_212,B,306.0,9.317e-10,0.022
M104,18a66_212,B,310.0,4.215e-11,0.018
M104,18a66_212,B,314.0,8.091e-12,0.028
M104,18a66_212,B,318.0,2.558e-9,0.014
M104,18a66_212,B,322.0,4.668e-11,0.019
M104,18a66_212,B,326.0,8.728e-12,0.007
M104,18a66_212,B,330.0,6.011e-13,0.010
M104,18a66_212,B,338.0,3.043e-15,0.003
M104,18a66_212,B,342.0,3.426e-12,0.013
M104,18a66_212,B,346.0,3.523e-11,0.010
M104,18a66_212,B,350.0,3.629e-11,0.018
M104,18a66_212,B,354.0,3.352e-11,0.009
M104,18a66_212,B,358.0,2.230e-11,0.016
M104,18a66_212,B,366.0,9.801e-14,0.006
M104,18a66_212,B,370.0,1.158e-12,0.006
M104,18a66_212,B,374.0,1.215e-10,0.009
M104,18a66_212,B,378.0,1.948e-12,0.006
M104,18a66_212,B,382.0,6.079e-11,0.012
M104,18a66_212,B,386.0,2.751e-11,0.019
M104,18a66_212,B,390.0,4.109e-12,0.006
M104,18a66_212,B,394.0,9.618e-13,0.003
M104,18a66_212,B,398.0,4.121e-12,0.009
M104,18a66_212,B,406.0,6.206e-12,0.011
M104,18a66_212,B,410.0,2.318e-10,0.028
M104,18a66_212,B,414.0,2.736e-10,0.027
M104,18a66_212,B,418.0,1.593e-10,0.024
M104,18a66_212,B,422.0,9.295e-10,0.018
M104,18a66_212,B,426.0,1.393e-9,0.016
M104,18a66_212,B,430.0,2.166e-10,0.017
M104,18a66_212,B,434.0,3.334e-11,0.017
M104,18a66_212,B,438.0,1.538e-11,0.012
M104,18a66_212,B,442.0,1.884e-12,0.015
M104,18a66_212,B,446.0,1.362e-12,0.011
M104,18a66_212,B,450.0,7.488e-12,0.003
M104,18a66_212,B,458.0,4.452e-13,0.002
M104,18a66_212,B,466.0,5.381e-14,0.002
M104,18a66_212,B,482.0,1.744e-12,0.002
M104,18a66_212,B,486.0,4.852e-13,0.004
M104,18a66_212,B,510.0,1.396e-11,0.002
M104,18a66_212,B,518.0,1.452e-14,0.002
M104,18a66_212,B,546.0,1.548e-14,0.002
M104,18a158_212,A,2.0,4.400e-7,1.000
M104,18a158_212,A,6.0,1.910e-7,1.000
M104,18a158_212,A,10.0,1.058e-7,1.000
M104,18a158_212,A,14.0,6.237e-8,1.000
M104,18a158_212,A,18.0,4.093e-8,1.000
M104,18a158_212,A,22.0,3.077e-8,1.000
M104,18a158_212,A,26.0,2.670e-8,1.000
M104,18a158_212,A,30.0,2.107e-8,1.000
M104,18a158_212,A,34.0,1.947e-8,1.000
M104,18a158_212,A,38.0,1.593e-8,1.000
M104,18a158_212,A,42.0,1.389e-8,0.991
M104,18a158_212,A,46.0,1.171e-8,0.992
M104,18a158_212,A,50.0,9.490e-9,0.983
M104,18a158_212,A,54.0,9.019e-9,0.989
M104,18a158_212,A,58.0,7.785e-9,0.994
M104,18a158_212,A,62.0,6.689e-9,0.988
M104,18a158_212,A,66.0,5.705e-9,0.988
M104,18a158_212,A,70.0,4.635e-9,0.991
M104,18a158_212,A,74.0,4.301e-9,1.000
M104,18a158_212,A,78.0,3.923e-9,0.995
M104,18a158_212,A,82.0,5.101e-9,1.000
M104,18a158_212,A,86.0,3.618e-9,1.000
M104,18a158_212,A,90.0,2.206e-9,0.996
M104,18a158_212,A,94.0,1.902e-9,0.961
M104,18a158_212,A,98.0,1.790e-9,0.956
M104,18a158_212,A,102.0,1.435e-9,0.981
M104,18a158_212,A,106.0,1.258e-9,0.981
M104,18a158_212,A,110.0,9.977e-10,0.947
M104,18a158_212,A,114.0,8.646e-10,0.934
M104,18a158_212,A,118.0,8.348e-10,0.905
M104,18a158_212,A,122.0,7.054e-10,0.829
M104,18a158_212,A,126.0,5.959e-10,0.753
M104,18a158_212,A,130.0,4.568e-10,0.698
M104,18a158_212,A,134.0,4.194e-10,0.588
M104,18a158_212,A,138.0,5.522e-10,0.505
M104,18a158_212,A,142.0,3.422e-10,0.472
M104,18a158_212,A,146.0,2.692e-10,0.363
M104,18a158_212,A,150.0,2.105e-10,0.293
M104,18a158_212,A,154.0,1.231e-10,0.238
M104,18a158_212,A,158.0,1.456e-10,0.230
M104,18a158_212,A,162.0,1.250e-10,0.211
M104,18a158_212,A,166.0,1.680e-10,0.217
M104,18a158_212,A,170.0,1.933e-10,0.188
M104,18a158_212,A,174.0,5.259e-11,0.146
M104,18a158_212,A,178.0,6.292e-11,0.136
M104,18a158_212,A,182.0,1.465e-11,0.113
M104,18a158_212,A,186.0,9.068e-12,0.105
M104,18a158_212,A,190.0,1.488e-11,0.078
M104,18a158_212,A,194.0,1.412e-11,0.054
M104,18a158_212,A,198.0,8.456e-11,0.051
M104,18a158_212,A,202.0,3.086e-12,0.026
M104,18a158_212,A,206.0,1.755e-11,0.020
M104,18a158_212,A,210.0,1.846e-12,0.016
M104,18a158_212,A,214.0,2.097e-11,0.025
M104,18a158_212,A,218.0,4.996e-11,0.029
M104,18a158_212,A,222.0,2.992e-10,0.031
M104,18a158_212,A,226.0,7.190e-10,0.040
M104,18a158_212,A,230.0,1.249e-9,0.045
M104,18a158_212,A,234.0,2.481e-10,0.043
M104,18a158_212,A,238.0,3.488e-11,0.025
M104,18a158_212,A,242.0,6.837e-12,0.030
M104,18a158_212,A,246.0,3.087e-11,0.025
M104,18a158_212,A,250.0,1.772e-11,0.018
M104,18a158_212,A,254.0,2.038e-10,0.025
M104,18a158_212,A,258.0,7.052e-11,0.009
M104,18a158_212,A,262.0,9.020e-12,0.006
M104,18a158_212,A,266.0,1.098e-12,0.006
M104,18a158_212,A,270.0,5.451e-11,0.012
M104,18a158_212,A,274.0,4.482e-12,0.009
M104,18a158_212,A,278.0,4.171e-11,0.008
M104,18a158_212,A,282.0,4.585e-11,0.005
M104,18a158_212,A,286.0,1.592e-12,0.003
M104,18a158_212,A,290.0,4.183e-12,0.007
M104,18a158_212,A,294.0,3.184e-12,0.004
M104,18a158_212,A,298.0,1.832e-13,0.004
M104,18a158_212,A,302.0,1.403e-11,0.013
M104,18a158_212,A,306.0,8.130e-10,0.018
M104,18a158_212,A,310.0,4.747e-10,0.025
M104,18a158_212,A,314.0,3.320e-10,0.023
M104,18a158_212,A,318.0,1.143e-9,0.019
M104,18a158_212,A,322.0,1.265e-10,0.025
M104,18a158_212,A,326.0,1.229e-11,0.010
M104,18a158_212,A,330.0,5.383e-12,0.007
M104,18a158_212,A,334.0,3.974e-13,0.005
M104,18a158_212,A,338.0,3.574e-12,0.007
M104,18a158_212,A,342.0,5.731e-11,0.013
M104,18a158_212,A,346.0,2.308e-12,0.009
M104,18a158_212,A,350.0,1.545e-10,0.010
M104,18a158_212,A,354.0,4.009e-11,0.013
M104,18a158_212,A,358.0,9.449e-12,0.009
M104,18a158_212,A,362.0,1.968e-14,0.001
M104,18a158_212,A,366.0,2.725e-14,0.002
M104,18a158_212,A,370.0,1.104e-11,0.008
M104,18a158_212,A,374.0,5.529e-11,0.007
M104,18a158_212,A,378.0,1.153e-10,0.010
M104,18a158_212,A,382.0,4.204e-11,0.012
M104,18a158_212,A,386.0,2.931e-11,0.013
M104,18a158_212,A,390.0,1.161e-11,0.008
M104,18a158_212,A,394.0,7.537e-12,0.011
M104,18a158_212,A,398.0,7.905e-14,0.004
M104,18a158_212,A,402.0,1.499e-12,0.003
M104,18a158_212,A,406.0,5.898e-12,0.012
M104,18a158_212,A,410.0,9.850e-11,0.024
M104,18a158_212,A,414.0,7.778e-10,0.024
M104,18a158_212,A,418.0,1.462e-10,0.025
M104,18a158_212,A,422.0,6.397e-10,0.021
M104,18a158_212,A,426.0,6.661e-10,0.018
M104,18a158_212,A,430.0,3.679e-10,0.015
M104,18a158_212,A,434.0,5.116e-11,0.018
M104,18a158_212,A,438.0,1.116e-11,0.014
M104,18a158_212,A,442.0,3.009e-12,0.013
M104,18a158_212,A,446.0,2.085e-13,0.007
M104,18a158_212,A,450.0,1.284e-12,0.003
M104,18a158_212,A,458.0,4.494e-12,0.002
M104,18a158_212,A,462.0,2.682e-12,0.002
M104,18a158_212,A,466.0,1.645e-12,0.002
M104,18a158_212,A,470.0,1.441e-13,0.000
M104,18a158_212,A,474.0,1.115e-17,0.000
M104,18a158_212,A,478.0,4.170e-13,0.003
M104,18a158_212,A,482.0,1.407e-12,0.003
M104,18a158_212,A,486.0,9.843e-13,0.003
M104,18a158_212,A,490.0,6.671e-14,0.001
M104,18a158_212,A,494.0,2.431e-13,0.001
M104,18a158_212,A,498.0,1.197e-15,0.000
M104,18a158_212,A,502.0,3.419e-15,0.000
M104,18a158_212,A,510.0,5.595e-12,0.002
M104,18a158_212,A,514.0,4.579e-12,0.001
M104,18a158_212,A,518.0,5.643e-14,0.001
M104,18a158_212,A,522.0,2.270e-15,0.000
M104,18a158_212,A,546.0,1.945e-13,0.000
M104,18a158_212,A,550.0,8.484e-13,0.001
M104,18a158_212,B,2.0,4.400e-7,1.000
M104,18a158_212,B,6.0,1.910e-7,1.000
M104,18a158_212,B,10.0,1.058e-7,1.000
M104,18a158_212,B,14.0,6.237e-8,1.000
M104,18a158_212,B,18.0,4.070e-8,1.000
M104,18a158_212,B,22.0,3.060e-8,0.992
M104,18a158_212,B,26.0,2.659e-8,1.000
M104,18a158_212,B,30.0,2.095e-8,1.000
M104,18a158_212,B,34.0,1.939e-8,1.000
M104,18a158_212,B,38.0,1.586e-8,1.000
M104,18a158_212,B,42.0,1.382e-8,0.986
M104,18a158_212,B,46.0,1.157e-8,0.983
M104,18a158_212,B,50.0,9.208e-9,0.975
M104,18a158_212,B,54.0,8.546e-9,0.989
M104,18a158_212,B,58.0,7.107e-9,0.987
M104,18a158_212,B,62.0,5.891e-9,0.988
M104,18a158_212,B,66.0,4.831e-9,0.988
M104,18a158_212,B,70.0,3.762e-9,0.989
M104,18a158_212,B,74.0,3.469e-9,0.995
M104,18a158_212,B,78.0,3.180e-9,0.990
M104,18a158_212,B,82.0,4.414e-9,0.998
M104,18a158_212,B,86.0,3.010e-9,0.986
M104,18a158_212,B,90.0,1.662e-9,0.967
M104,18a158_212,B,94.0,1.439e-9,0.939
M104,18a158_212,B,98.0,1.394e-9,0.880
M104,18a158_212,B,102.0,1.098e-9,0.810
M104,18a158_212,B,106.0,9.694e-10,0.763
M104,18a158_212,B,110.0,7.376e-10,0.706
M104,18a158_212,B,114.0,6.334e-10,0.688
M104,18a158_212,B,118.0,6.369e-10,0.615
M104,18a158_212,B,122.0,5.363e-10,0.571
M104,18a158_212,B,126.0,4.499e-10,0.457
M104,18a158_212,B,130.0,3.420e-10,0.398
M104,18a158_212,B,134.0,3.123e-10,0.374
M104,18a158_212,B,138.0,4.599e-10,0.321
M104,18a158_212,B,142.0,2.471e-10,0.275
M104,18a158_212,B,146.0,1.875e-10,0.196
M104,18a158_212,B,150.0,1.337e-10,0.159
M104,18a158_212,B,154.0,6.438e-11,0.135
M104,18a158_212,B,158.0,7.300e-11,0.126
M104,18a158_212,B,162.0,5.764e-11,0.130
M104,18a158_212,B,166.0,1.078e-10,0.127
M104,18a158_212,B,170.0,1.552e-10,0.105
M104,18a158_212,B,174.0,3.357e-11,0.074
M104,18a158_212,B,178.0,4.366e-11,0.068
M104,18a158_212,B,182.0,4.099e-12,0.049
M104,18a158_212,B,186.0,2.077e-12,0.038
M104,18a158_212,B,190.0,8.177e-12,0.025
M104,18a158_212,B,194.0,1.095e-11,0.014
M104,18a158_212,B,198.0,7.463e-11,0.023
M104,18a158_212,B,202.0,1.234e-12,0.005
M104,18a158_212,B,206.0,1.071e-11,0.011
M104,18a158_212,B,210.0,6.457e-13,0.004
M104,18a158_212,B,214.0,1.689e-11,0.016
M104,18a158_212,B,218.0,3.404e-11,0.024
M104,18a158_212,B,222.0,2.912e-10,0.026
M104,18a158_212,B,226.0,7.095e-10,0.031
M104,18a158_212,B,230.0,1.241e-9,0.036
M104,18a158_212,B,234.0,2.375e-10,0.031
M104,18a158_212,B,238.0,2.263e-11,0.019
M104,18a158_212,B,242.0,2.341e-12,0.018
M104,18a158_212,B,246.0,2.535e-11,0.013
M104,18a158_212,B,250.0,1.084e-11,0.011
M104,18a158_212,B,254.0,1.939e-10,0.019
M104,18a158_212,B,258.0,6.880e-11,0.007
M104,18a158_212,B,262.0,6.850e-12,0.005
M104,18a158_212,B,266.0,3.892e-13,0.002
M104,18a158_212,B,270.0,5.210e-11,0.009
M104,18a158_212,B,274.0,1.992e-12,0.005
M104,18a158_212,B,278.0,3.914e-11,0.006
M104,18a158_212,B,282.0,4.475e-11,0.005
M104,18a158_212,B,286.0,6.695e-13,0.002
M104,18a158_212,B,290.0,2.070e-12,0.003
M104,18a158_212,B,294.0,1.578e-12,0.002
M104,18a158_212,B,298.0,6.261e-15,0.002
M104,18a158_212,B,302.0,9.446e-12,0.008
M104,18a158_212,B,306.0,8.083e-10,0.013
M104,18a158_212,B,310.0,4.659e-10,0.021
M104,18a158_212,B,314.0,3.270e-10,0.016
M104,18a158_212,B,318.0,1.139e-9,0.014
M104,18a158_212,B,322.0,1.208e-10,0.020
M104,18a158_212,B,326.0,1.040e-11,0.006
M104,18a158_212,B,330.0,3.216e-12,0.003
M104,18a158_212,B,334.0,7.534e-14,0.002
M104,18a158_212,B,338.0,1.573e-12,0.004
M104,18a158_212,B,342.0,5.226e-11,0.011
M104,18a158_212,B,346.0,8.240e-13,0.006
M104,18a158_212,B,350.0,1.536e-10,0.008
M104,18a158_212,B,354.0,3.654e-11,0.008
M104,18a158_212,B,358.0,8.076e-12,0.006
M104,18a158_212,B,370.0,9.863e-12,0.004
M104,18a158_212,B,374.0,5.402e-11,0.006
M104,18a158_212,B,378.0,1.128e-10,0.007
M104,18a158_212,B,382.0,3.809e-11,0.011
M104,18a158_212,B,386.0,2.412e-11,0.011
M104,18a158_212,B,390.0,1.021e-11,0.004
M104,18a158_212,B,394.0,5.714e-12,0.007
M104,18a158_212,B,402.0,5.667e-13,0.003
M104,18a158_212,B,406.0,3.776e-12,0.005
M104,18a158_212,B,410.0,9.372e-11,0.017
M104,18a158_212,B,414.0,7.675e-10,0.020
M104,18a158_212,B,418.0,1.366e-10,0.021
M104,18a158_212,B,422.0,6.350e-10,0.017
M104,18a158_212,B,426.0,6.619e-10,0.015
M104,18a158_212,B,430.0,3.640e-10,0.012
M104,18a158_212,B,434.0,4.585e-11,0.012
M104,18a158_212,B,438.0,5.953e-12,0.010
M104,18a158_212,B,442.0,1.057e-12,0.007
M104,18a158_212,B,446.0,1.251e-14,0.001
M104,18a158_212,B,450.0,5.764e-13,0.001
M104,18a158_212,B,458.0,3.233e-12,0.001
M104,18a158_212,B,462.0,2.664e-12,0.000
M104,18a158_212,B,466.0,7.584e-13,0.001
M104,18a158_212,B,470.0,4.342e-14,0.000
M104,18a158_212,B,478.0,1.111e-13,0.002
M104,18a158_212,B,482.0,5.747e-13,0.002
M104,18a158_212,B,486.0,3.581e-13,0.003
M104,18a158_212,B,490.0,4.841e-15,0.001
M104,18a158_212,B,494.0,6.558e-14,0.001
M104,18a158_212,B,510.0,5.460e-12,0.001
M104,18a158_212,B,514.0,3.767e-12,0.001
M104,18a158_212,B,518.0,6.541e-15,0.000
M104,18a158_212,B,546.0,7.076e-14,0.000
M104,18a158_212,B,550.0,4.024e-13,0.001
M104,12a152_212,A,2.0,4.267e-7,1.000
M104,12a152_212,A,6.0,2.082e-7,1.000
M104,12a152_212,A,10.0,1.091e-7,1.000
M104,12a152_212,A,14.0,6.180e-8,1.000
M104,12a152_212,A,18.0,4.058e-8,1.000
M104,12a152_212,A,22.0,3.003e-8,1.000
M104,12a152_212,A,26.0,2.641e-8,1.000
M104,12a152_212,A,30.0,2.272e-8,1.000
M104,12a152_212,A,34.0,1.860e-8,1.000
M104,12a152_212,A,38.0,1.503e-8,1.000
M104,12a152_212,A,42.0,1.393e-8,0.990
M104,12a152_212,A,46.0,1.196e-8,0.995
M104,12a152_212,A,50.0,1.008e-8,0.982
M104,12a152_212,A,54.0,8.334e-9,0.996
M104,12a152_212,A,58.0,7.723e-9,0.993
M104,12a152_212,A,62.0,6.412e-9,0.987
M104,12a152_212,A,66.0,5.129e-9,0.987
M104,12a152_212,A,70.0,4.529e-9,0.991
M104,12a152_212,A,74.0,4.037e-9,0.997
M104,12a152_212,A,78.0,3.448e-9,0.994
M104,12a152_212,A,82.0,5.430e-9,0.995
M104,12a152_212,A,86.0,2.904e-9,0.995
M104,12a152_212,A,90.0,2.091e-9,0.982
M104,12a152_212,A,94.0,1.786e-9,0.951
M104,12a152_212,A,98.0,1.329e-9,0.930
M104,12a152_212,A,102.0,1.323e-9,0.930
M104,12a152_212,A,106.0,1.108e-9,0.899
M104,12a152_212,A,110.0,9.840e-10,0.848
M104,12a152_212,A,114.0,6.480e-10,0.810
M104,12a152_212,A,118.0,7.573e-10,0.791
M104,12a152_212,A,122.0,6.316e-10,0.719
M104,12a152_212,A,126.0,4.843e-10,0.612
M104,12a152_212,A,130.0,3.420e-10,0.532
M104,12a152_212,A,134.0,4.871e-10,0.478
M104,12a152_212,A,138.0,4.901e-10,0.423
M104,12a152_212,A,142.0,2.536e-10,0.352
M104,12a152_212,A,146.0,1.932e-10,0.283
M104,12a152_212,A,150.0,1.919e-10,0.203
M104,12a152_212,A,154.0,1.541e-10,0.201
M104,12a152_212,A,158.0,6.662e-11,0.155
M104,12a152_212,A,162.0,8.937e-11,0.172
M104,12a152_212,A,166.0,1.476e-10,0.174
M104,12a152_212,A,170.0,1.670e-10,0.150
M104,12a152_212,A,174.0,4.395e-11,0.116
M104,12a152_212,A,178.0,5.065e-11,0.097
M104,12a152_212,A,182.0,8.708e-12,0.083
M104,12a152_212,A,186.0,4.122e-12,0.062
M104,12a152_212,A,190.0,1.117e-11,0.043
M104,12a152_212,A,194.0,6.509e-12,0.033
M104,12a152_212,A,198.0,6.991e-11,0.026
M104,12a152_212,A,202.0,1.892e-11,0.012
M104,12a152_212,A,206.0,1.399e-11,0.009
M104,12a152_212,A,210.0,1.547e-12,0.011
M104,12a152_212,A,214.0,4.011e-12,0.019
M104,12a152_212,A,218.0,5.076e-11,0.027
M104,12a152_212,A,222.0,2.535e-10,0.029
