ra,dec,g
359.37161217406,56.5809596201,19.785496
359.3755987943,56.58282431227,15.8928
359.37554943658,56.5841393823,19.215714
359.36827486707,56.58385569527,14.681389
359.46165451335,56.59834212009,19.829067
359.49070471157,56.60930691919,17.692291
359.49041436884,56.60857917148,15.623444
359.49525065239,56.60976470447,18.08062
359.49987017518,56.61150194943,16.851837
359.49539586484,56.61066580693,17.984865
359.39368215923,56.58376723967,18.327536
359.39768369735,56.58510223135,17.588171
359.40545249271,56.58664633623,18.509302
359.42139893529,56.58774550347,16.473692
359.4343837817,56.59192638275,19.409092
359.43544270712,56.59184038895,14.603817
359.41491790409,56.58655796645,19.661564
359.40738211115,56.58550144911,19.664928
359.41681349837,56.58916835135,18.310225
359.40985698071,56.58886008159,18.46134
359.42383502431,56.590710183,19.76532
359.42553058786,56.59239646892,18.671865
359.42472553564,56.59295442535,18.77327
359.43335407285,56.59599799189,13.91949
359.43716169755,56.59733231009,19.8874
359.43252047232,56.59688806528,19.576897
359.43335569885,56.5973875284,18.684324
359.43755866851,56.60086306429,18.506577
359.39136221254,56.58630722096,19.408129
359.37601269182,56.58339351779,19.983942
359.40320728308,56.59078790466,19.421516
359.39361326702,56.58820617518,15.707241
359.39632238184,56.58966118793,15.838825
359.39715794191,56.58965427084,18.47739
359.39815243636,56.59016099881,13.42611
359.40563900104,56.59277860145,18.868294
359.37661734335,56.58414828016,13.848835
359.3803436869,56.58785400876,10.324634
359.40494685428,56.60023830192,19.111992
359.41429854016,56.59537118165,16.291279
359.41638885245,56.59732540946,17.48051
359.42871313584,56.60012451893,18.340033
359.43281729518,56.60090032711,18.31606
359.40785009724,56.59664858817,17.882301
359.41081794077,56.59779333961,19.387589
359.40895149697,56.5988764745,18.457798
359.4107649718,56.59938650607,13.77621
359.41835711861,56.60091707013,16.997179
359.40968084104,56.6014082108,19.17724
359.42764627741,56.60705122367,16.844606
359.4234650874,56.60637849703,15.897453
359.42982641479,56.61004486538,17.972378
359.44547043612,56.59685743806,19.363527
359.458789282,56.59787461486,16.945246
359.46153385232,56.6009977699,19.936287
359.46394748662,56.60161485845,15.328512
359.45658630366,56.59963621819,17.815159
359.46045887951,56.60268931373,19.78367
359.46126268721,56.60404976442,14.128675
359.43926333966,56.59779014064,16.753347
359.44924031147,56.6024892451,16.510683
359.44251933898,56.6003508603,15.259428
359.44360836867,56.60279547081,18.230366
359.44936451015,56.60444638925,15.592834
359.44613165452,56.60351241279,16.804365
359.45380262223,56.6017316952,19.54057
359.46737574707,56.60712325007,15.219047
359.46948295198,56.60391076886,15.799214
359.48016271987,56.61106831557,18.447115
359.48993790995,56.61027834119,18.372389
