ra,dec,g
202.78110201134,47.18368331119,10.945885
202.79467749296,47.1926513632,11.287561
202.5379193819,47.03632120531,12.296312
202.30446655023,47.23787968793,12.367639
202.35837010079,47.35358763188,12.40968
202.27876153244,47.06876581757,12.587834
202.63335995719,47.38318778953,12.659189
202.16486290753,47.2567607269,12.827951
202.23434665504,47.29537523715,12.924535
202.61192312731,47.03961117846,13.062851
202.64178265867,47.27905403121,13.247636
202.44170486146,47.17999989997,13.268269
202.56198165187,47.17429145953,13.449984
202.26558813936,47.16219205315,13.946625
202.26817836297,47.1569725305,14.166537
202.77946306765,47.19495082251,14.186016
202.72131635931,47.13818901585,14.194209
202.34195367895,47.02050746112,14.268935
202.21007623335,47.14910383973,14.270178
202.4034388943,47.15219201959,14.305657
202.48042604773,47.16798747959,14.630186
202.53295113194,47.08839236535,14.728624
202.54483853253,47.33149642635,14.801266
202.65286848395,47.06821626698,14.883641
202.28984820004,47.34311192855,15.045107
202.42362773742,47.19788360529,15.103138
202.27275983402,47.17902204561,15.116048
202.41100267642,47.22665445845,15.128375
202.39004481465,47.23437347249,15.158971
202.69275559319,47.08830692193,15.171795
202.3727885141,47.20087222601,15.198803
202.43232480728,47.15371835705,15.216233
202.57718344872,46.98589247925,15.219621
202.33877970609,47.0139892619,15.222322
202.40244438222,46.99169941033,15.287504
202.5578348984,47.12499924262,15.373082
202.24225339782,47.25120613434,15.410697
202.45235954694,47.12844814029,15.438568
202.63477608233,47.29607033161,15.467286
202.49060887739,46.97523937532,15.494597
202.27526317898,47.08133469582,15.519947
202.60693376221,47.27785221538,15.601711
202.46862388502,47.04420419978,15.616775
202.36259243072,47.16958230518,15.673026
202.59136416739,47.15155077695,15.696919
202.36623208347,47.15665110246,15.720233
202.19093649329,47.10893709947,15.727073
202.18670695779,47.15367810961,15.76328
202.64390963772,47.08794403533,15.812334
202.7208310164,47.11173463662,15.929559
202.51555788541,47.00687678482,15.932924
202.55956786834,47.24884851789,16.08282
202.22149327505,47.16868032361,16.113567
202.69926175829,47.04653914577,16.223812
202.53209924208,47.18879991125,16.229858
202.71248679009,47.24876305956,16.233906
