g,bp_rp
14.280434,1.1485853
14.286278,1.4837809
14.290266,0.6041784
14.293986,0.8213091
14.299153,0.85658073
14.302598,0.9948578
14.311097,0.54907894
14.313126,0.63707924
14.316051,0.9986496
14.319371,1.2210178
14.330809,1.5910606
14.331173,0.70481014
14.337116,1.6144543
14.350412,1.5961037
14.353595,0.82441235
14.35435,0.7987137
14.367374,0.9502487
14.36754,0.86016273
14.369687,0.56359863
14.369955,0.9095974
14.372898,0.87059975
14.373912,1.192174
14.375368,1.747098
14.379602,1.7307873
14.386405,0.9630537
14.391237,1.4297295
14.395754,1.0592718
14.39764,0.86552143
14.397829,1.6752453
14.40365,1.2376318
14.405555,0.936121
14.416263,0.9288225
14.416413,1.8079691
14.418567,1.6333466
14.426677,0.5827341
14.426952,0.9661541
14.430181,1.7069492
14.431627,1.0665607
14.43729,1.673564
14.445832,0.89374256
14.450326,1.1308718
14.450954,0.6676607
14.452249,1.37572
14.455211,0.8739805
14.458186,1.1180077
14.458381,1.6583471
14.460537,0.9150238
14.461478,1.0325241
14.46249,1.1303177
14.468632,1.6300898
14.469119,1.6491299
14.472337,1.648202
14.479953,0.9121361
14.481225,1.651434
14.482542,0.9235878
14.483875,0.89412975
14.483936,1.564189
14.484988,0.892663
14.4850445,1.0294514
14.486481,0.98548317
14.487435,0.9111223
14.492735,0.854929
14.493529,1.1237516
14.501719,0.98968697
14.502815,1.4476433
14.503495,1.2701035
14.505003,1.1938276
14.505468,1.7317648
14.507775,1.0043116
14.514422,0.8740263
14.5171175,0.861434
14.517157,2.0578623
14.520586,1.0992823
14.523551,0.87757874
14.524238,0.9878044
14.528796,1.0246973
14.53219,0.9704418
14.533346,0.86265945
14.53491,0.59877014
14.535501,0.9134674
14.536952,1.732791
14.541434,1.6121368
14.5451565,0.6830692
14.545839,0.8806677
14.546048,1.0960884
14.547376,1.2128344
14.5514555,1.0782881
14.556301,0.88350964
14.560408,
14.560947,0.83913803
14.561813,1.0809422
14.565024,1.0187216
14.567348,0.8692703
14.567825,1.1382303
14.572172,1.2378979
14.573591,0.9896774
14.578731,0.5865631
14.581904,1.0514927
14.586922,1.5680809
14.586943,1.863615
14.587085,1.7249403
14.589769,0.8282213
14.591614,1.1841164
14.5934105,1.1032152
14.596381,0.8739662
14.597207,0.71982765
14.598956,0.8867016
14.599449,1.604166
14.599859,0.6915493
14.600891,0.97945213
14.606051,1.6575956
14.607952,0.70436573
14.614094,1.0492535
14.616437,0.9112501
14.630149,1.6646576
14.634527,0.64949703
14.637911,0.9864855
14.6399,1.5107536
14.643003,1.691824
14.648925,0.9878502
14.652666,0.8815031
14.653273,1.6820688
14.656167,0.65480614
14.657389,0.9195671
14.668946,0.5015726
14.671471,0.67305183
14.678225,0.97644424
14.678601,1.0399218
14.682661,0.9175596
14.68842,1.1664352
14.691101,1.6412201
14.692151,0.57186794
14.693743,0.8794861
14.694494,0.73752594
14.707706,1.6539297
14.713978,1.0219231
14.71747,1.321166
14.719144,0.7497711
14.72638,0.88663864
14.727623,0.9940014
14.728154,0.9125929
14.734804,1.7527676
14.735716,1.151206
14.737206,1.7351904
14.739617,1.1728363
14.7407875,1.0654774
14.74969,1.5504074
14.750145,1.0087128
14.751449,0.99382687
14.757952,0.8832817
14.763455,1.1888285
14.763712,0.90061855
14.7737255,1.6084194
14.774771,0.83864784
14.780871,0.9036894
14.782965,0.8641634
14.7839775,1.0614595
14.790541,0.6362257
14.792354,1.6385899
14.794892,0.93874836
14.796192,1.0028028
14.7974415,1.0349579
14.797775,0.8186283
14.801714,0.919569
14.803091,0.9040489
14.808552,1.2819176
14.811217,1.6962461
14.812635,0.88582134
14.814653,0.71606255
14.818799,1.7075272
14.81984,1.3223333
14.821093,1.746602
14.828061,0.58178806
14.8288355,0.9276457
14.836696,0.96051407
14.8429985,0.8884516
14.845234,1.0017166
14.849385,1.5282936
14.856397,1.2134037
14.856915,1.1239443
14.85999,1.0907564
14.862306,0.9953842
14.864423,0.94086456
14.867463,1.035325
14.873269,1.7839851
14.878062,2.005412
14.891793,1.7707005
14.8926525,
14.896689,1.0819998
14.898401,1.5460262
14.900482,0.94025993
14.900799,1.0499411
14.901528,0.8222017
14.904369,0.7991266
14.906,1.7134132
14.906108,2.027173
14.912487,0.9944782
14.9153,0.97999287
14.915643,0.9739208
14.918142,1.1959887
14.920714,0.68633175
14.924636,0.90735245
14.925749,
14.928074,1.0220327
14.930145,0.8848057
14.931824,1.0467405
14.936809,
14.939177,0.9525757
14.940872,0.8036852
14.94384,0.84474754
14.944768,0.9414568
14.947568,1.0247545
14.951471,1.1521902
14.953974,1.8277502
14.955219,1.0296516
14.956427,1.1381216
14.957749,0.82994556
14.957777,1.2767591
14.958483,1.4676228
14.960498,1.180192
14.961834,0.73393154
14.970311,1.4277172
14.970523,1.6321297
14.972632,1.0229101
14.972806,0.9752121
14.974255,2.4174929
14.9793005,1.0099001
14.984563,1.866868
14.986157,0.76539993
14.986599,0.73224163
14.988799,0.9522209
14.989226,1.7496233
14.989598,0.95741177
14.990835,1.0322046
14.993429,1.6617098
14.993703,1.1536055
14.994666,0.96412563
14.995235,1.5478458
14.996187,1.7711267
14.9980955,0.76848316
14.998906,1.8108215
14.999142,1.0809412
14.999342,0.93663216
15.001942,1.1701231
15.0019455,1.7074776
15.002865,0.97150993
15.005083,1.7476463
15.009435,0.9352522
15.011134,1.1335363
15.011153,0.96951294
15.011739,0.6250067
15.014447,0.8482866
15.015971,1.7542486
15.02071,0.7708864
15.02176,1.4372368
15.023808,1.1604834
15.029435,0.9962225
15.029959,1.7979946
15.0354805,1.6673698
15.035991,1.8206186
15.042795,1.015151
15.042947,1.0869293
15.046746,1.722189
15.051067,1.1484404
15.051674,1.167675
15.0532255,0.65437984
15.054597,1.0150023
15.064368,1.1634455
15.07118,1.5640793
15.071485,1.086875
15.072045,1.0688772
15.081188,0.9725628
15.086468,1.008173
15.086643,0.9689064
15.098354,1.1495047
15.1008005,1.106863
15.10207,0.7435856
15.102629,0.74508286
15.103498,0.90286255
15.103946,0.927577
15.104542,0.78866005
15.104886,0.59907436
15.108371,1.7911301
15.110402,0.9660921
15.110599,0.96866417
15.112563,1.0349607
15.113429,1.4960794
15.114625,1.037797
15.115066,1.0920324
15.118017,1.0841665
15.122726,1.072217
15.124281,1.3429413
15.125424,1.1184511
15.125527,1.1026878
15.126289,1.0405874
15.126852,0.8926468
15.1275425,1.0019293
15.130943,1.6405392
15.133165,0.62851524
15.135202,1.6714363
15.135234,
15.136159,0.9850483
15.144313,1.159545
15.146038,1.0085773
15.150724,0.8349018
15.152154,0.96150017
15.154826,0.81400204
15.155164,1.0598478
15.1593895,1.1662378
15.1609535,1.795268
15.164361,1.1320658
15.165269,
15.166054,0.91345406
15.167446,1.0765114
15.170023,1.2572947
15.170926,1.7505474
15.174676,0.81914043
15.174807,0.7958183
15.175162,0.62704086
15.177323,1.1031713
15.182298,0.8266697
15.18793,0.980381
15.191444,0.5665016
15.191665,1.1691828
15.193555,1.6621456
15.196498,1.0169926
15.199257,1.0442629
15.206989,1.6201916
15.21243,1.2008324
15.21619,0.59202576
15.219439,1.0815725
15.220061,1.1181602
15.222799,1.1294107
15.225625,0.7882166
15.225911,1.8659163
15.228363,1.8311424
15.230178,1.1605711
15.234946,1.8177586
15.23673,1.7210951
15.237334,0.76903725
15.237687,1.123579
15.238144,0.8442173
15.242434,0.7773943
15.244722,0.681962
15.244969,1.1982222
15.245142,1.0101347
15.250536,1.808713
15.255286,0.96239185
15.255587,1.0112677
15.259902,0.78610325
15.261141,1.8384972
15.261838,1.6306658
15.262234,1.5552797
15.262702,1.7401848
15.266919,1.759943
15.270063,1.1965084
15.271744,0.6656151
15.272037,1.7700119
15.275062,0.9877806
15.275146,1.1914377
15.277091,1.1361036
15.279886,1.1306181
15.282278,1.7178726
15.286261,1.6870432
15.288527,1.00593
15.288578,0.9801645
15.291143,1.2309332
15.29115,1.1716146
15.296766,0.9271269
15.297426,1.5720873
15.300695,0.99305916
15.301429,0.82463074
15.302136,1.1491709
15.303879,1.4221888
15.311402,0.6635027
15.313159,1.0190182
15.314181,1.1009159
15.315333,1.6762228
15.315673,1.6833506
15.315934,0.7425842
15.323471,1.6859531
15.327186,1.017931
15.329699,1.0357351
15.331354,1.2914057
15.331431,1.792387
15.334032,1.0146456
15.33428,0.96158314
15.334302,0.83500767
15.336265,1.7482862
15.337848,1.0005159
15.338555,0.7434902
15.339442,1.1238308
15.342876,1.2290688
15.343582,0.9376335
15.343644,1.1272793
15.344213,1.0068111
15.345351,1.1775408
15.349099,0.7550583
15.349119,1.1637344
15.350901,0.8211422
15.35205,1.8752518
15.352957,1.096384
15.355828,0.82595253
15.357727,1.0753927
15.358585,0.93151855
15.3630495,1.7262249
15.363795,1.3678808
15.364306,0.7468748
15.365481,0.6715765
15.365772,1.3919983
15.367166,1.0292835
15.3687725,1.0022593
15.369291,0.78536797
15.370097,0.890934
15.373823,1.0814476
15.376435,0.9984083
15.378804,0.93442154
15.3807125,1.8343124
15.381879,1.0183964
15.381903,0.9095154
15.381929,1.1371756
15.385848,1.0871334
15.388931,1.8908482
15.391445,1.018712
15.392948,1.0517931
15.399721,1.5693207
15.399896,1.07339
15.401174,1.4385757
15.404798,1.0435982
15.40912,1.0732279
15.410768,1.0601921
15.412083,0.7815151
15.412555,1.4571962
15.412754,0.99789715
15.414578,1.1614685
15.418769,1.7836103
15.420002,0.9778681
15.421459,0.700016
15.423421,1.0668745
15.423681,1.224061
15.425144,2.03152
15.42531,0.8983917
15.426231,1.0513678
15.436409,0.830883
15.440923,1.7999067
15.441069,1.1674833
15.442494,1.1158752
15.442524,1.0400467
15.442916,0.9511728
15.443256,1.6915712
15.4446,0.79496956
15.444811,1.6036644
15.446641,0.75622845
15.446657,0.67963505
15.447518,1.64431
15.452359,0.67987823
15.453706,1.7626133
15.453901,1.4848518
15.457277,2.080099
15.46055,1.0402517
15.466063,1.0338154
15.466402,0.9594841
15.468621,1.9942732
15.469217,0.7326431
15.469718,
15.470113,1.0443583
15.472415,1.1517429
15.475683,1.0358868
15.480056,1.2221146
15.4812975,2.1097136
15.48502,2.0206976
15.486718,1.0715246
15.48886,1.2671404
15.488862,1.0283518
15.490926,1.0743809
15.493389,0.9970627
15.494403,1.430953
15.498493,1.66119
15.502033,1.0703344
15.504155,1.1744795
15.505341,1.393034
15.505904,1.0849133
15.5078745,1.4968271
15.509018,0.8291426
15.513755,1.0573492
15.515306,1.0494099
15.516676,1.7939138
15.516714,0.9838762
15.52078,1.1176348
15.526759,1.0629044
15.531397,1.1284266
15.534754,1.0330458
15.539651,0.7891588
15.540207,1.9960461
15.543873,0.79519653
15.546439,1.4699888
15.548897,1.0193119
15.550129,1.1858673
15.551123,1.1482496
15.551452,1.033658
15.552337,1.7488203
15.553654,1.0468082
15.554984,1.600956
15.555852,1.0090046
15.5576105,1.1683149
15.559578,1.0403671
15.56024,0.79025364
15.568231,1.0761671
15.569747,0.7280569
15.572969,1.5897341
15.573508,1.1415377
15.573951,1.0478544
15.574393,1.0763283
15.575253,0.9217825
15.575966,0.93986416
15.576209,0.9943352
15.578095,0.8738346
15.582499,1.061327
15.584193,1.6602335
15.58676,1.1482544
15.587375,1.1687946
15.589617,1.7451315
15.591748,
15.592889,1.0987425
15.593181,1.5699844
15.593332,1.1636086
15.594048,0.9638214
15.594196,1.8924103
15.59458,1.362999
15.596507,0.9607601
15.5969715,0.65511703
15.597622,2.1345196
15.597898,1.2211161
15.598123,0.8850527
15.598691,1.0578394
15.600883,1.290555
15.602718,1.2966061
15.603443,0.832674
15.605255,1.2892399
15.605973,1.7600155
15.608086,0.7693205
15.608124,1.1482353
15.609233,1.3157883
15.61131,1.8544464
15.611834,1.0781269
15.612755,1.4398003
15.612861,1.25074
15.6154,0.86579895
15.6184,0.6081419
15.621077,1.1056719
15.622602,1.290206
15.623654,1.0309715
15.625523,0.9643135
15.627128,1.4671602
15.629638,1.060708
15.630583,1.0789948
15.632613,0.7295599
15.640534,0.85247326
15.641871,1.0683699
15.642026,1.1642237
15.643321,1.0987062
15.644153,1.2618084
15.645683,1.9295721
15.650814,1.0647154
15.653626,1.6649847
15.653646,1.7502537
15.654011,0.87235546
15.655264,1.2577724
15.656786,1.1616325
15.656893,1.1461143
15.65698,1.7857151
15.656983,1.0674314
15.658434,1.2317781
15.658656,1.0661917
15.662223,1.6578293
15.662595,0.9976301
15.662597,1.0726585
15.664107,0.999588
15.664292,1.3525028
15.667021,0.96513176
15.6690035,0.9579754
15.66912,1.2310753
15.669761,0.6875105
15.669836,0.5981941
15.67109,1.0605116
15.671499,1.3298273
15.671812,1.1645479
15.672439,1.0510035
15.675684,0.9343033
15.676353,1.0409098
15.680041,0.72513866
15.682123,1.6192856
15.687525,1.1084204
15.688447,1.068655
15.689262,1.4110804
15.690141,1.5179129
15.691368,1.9269199
15.69464,1.1808109
15.695109,1.0578623
15.698105,1.0087843
15.6995535,1.5417147
15.6996565,1.081749
15.700001,1.1444063
15.701063,1.8867846
15.702685,1.2081594
15.703768,1.049756
15.706605,1.2697468
15.709927,1.0534544
15.711566,1.0711908
15.7125635,0.84954643
15.713205,0.9964533
15.714388,1.0987682
15.718965,1.0125132
15.72144,1.1340284
15.723311,1.0566578
15.731051,1.3079338
15.732102,1.0832682
15.733256,1.5301571
15.740814,1.1339912
15.741129,1.9119711
15.743745,1.4002123
15.743824,0.81619644
15.744618,1.3144035
15.745971,1.1083956
15.751154,0.8255911
15.751932,1.0913534
15.7520075,0.7740307
15.753054,0.9711609
15.753357,1.2948599
15.753698,0.8414669
15.754109,
15.754746,0.98466015
15.755858,0.7453289
15.755952,0.917222
15.756155,1.06921
15.757028,1.0917635
15.760181,1.0112085
15.760686,0.8221388
15.76228,1.1183233
15.762733,1.115591
15.762983,0.73855686
15.764643,2.330717
15.768479,1.205926
15.770861,0.8390932
15.7771015,1.1854324
15.7786045,1.2199917
15.78073,1.2252188
15.781675,1.229332
15.7819395,1.1676064
15.78322,0.6877842
15.78474,1.1018267
15.786465,0.97927856
15.78755,1.7380438
15.790637,0.9238901
15.7910385,1.6164007
15.79144,1.1708841
15.791465,1.0283813
15.792244,1.0596819
15.79541,1.2004652
15.795849,0.758975
15.796209,1.1846533
15.797821,1.295846
15.798498,1.0824013
15.799092,1.6767683
15.799424,1.1192265
15.801925,0.8365383
15.802242,1.0596743
15.8034,1.2552929
15.809083,1.700016
15.8103285,0.7591181
15.810673,1.0712729
15.811904,1.7499685
15.814225,0.79270077
15.814328,2.0582476
15.815507,1.1018333
15.816528,1.5669155
15.818099,0.91355705
15.818922,1.1464329
15.8226795,1.2834902
15.823204,1.899807
15.823228,1.1112967
15.826866,1.8373652
15.828059,1.5329638
15.829981,1.2020206
15.834244,1.0998793
15.834835,1.2288799
15.837577,1.1856041
15.839864,1.1450586
15.840716,1.0073738
15.842008,1.1842651
15.844874,1.117548
15.848688,0.78262424
15.848773,1.2023153
15.849707,0.6990633
15.851978,1.0613241
15.856241,1.5346107
15.856246,1.4754753
15.857131,1.0989113
15.862933,1.1609936
15.864478,1.164278
15.864565,1.1114187
15.864771,1.2031612
15.86509,1.079318
15.865204,1.0859833
15.870154,1.2295389
15.871518,0.7685232
15.872235,1.222148
15.87292,1.0659866
15.873567,1.1239595
15.875178,1.1113615
15.876915,1.4414454
15.877724,0.8789463
15.879335,0.99170494
15.879589,1.2235718
15.8822565,1.0467138
15.882477,1.8566694
15.884965,1.0098066
15.890256,1.6648569
15.893249,0.9198046
15.893805,1.570344
15.894721,1.1043777
15.899068,0.9333725
15.905492,1.598589
15.914271,0.70633316
15.915814,1.1384974
15.917971,1.4918699
15.919437,1.0479307
15.921802,1.1546392
15.923462,1.7448425
15.925046,1.1096363
15.92816,1.2671738
15.929905,1.1182919
15.930107,0.7748022
15.930313,0.85811996
15.931082,1.5756626
15.931501,1.2460546
15.931867,1.3975611
15.932133,0.9033642
15.932777,1.4507713
15.934332,1.4997025
15.935098,1.0947866
15.942075,0.90377617
15.9449835,1.1558065
15.947556,1.1439514
15.9475975,0.8536682
15.948948,1.0746088
15.949601,1.1382065
15.951258,1.4026175
15.952277,1.2469225
15.952896,1.8255138
15.955158,1.1915874
15.956475,1.7989378
15.956633,1.1084747
15.956714,0.872036
15.959019,1.1009502
15.959906,1.5085049
15.960987,1.178338
15.961343,1.0423403
15.961626,1.2416477
15.967915,1.2045002
15.970666,1.2667961
15.971467,1.1098261
15.972004,1.5223179
15.973258,1.1030359
15.977617,0.80315304
15.979248,1.2267056
15.9795265,1.1051931
15.980429,1.1354971
15.983477,1.3929892
15.98646,0.94203854
15.986479,0.92146873
15.987689,1.0787449
15.987907,0.9547262
15.990434,1.1153278
15.991083,1.5479879
15.992386,0.95965195
15.994105,1.2684498
15.996409,1.0979395
15.996912,0.70339394
16.00042,1.142561
16.003181,0.7983923
16.005201,1.0800142
16.006277,1.155405
16.007723,1.2364607
16.010248,1.1100473
16.012163,1.1435499
16.016453,1.843523
16.017096,1.118125
16.018536,1.0352478
16.018671,1.1788168
16.019005,1.2058582
16.021854,1.185071
16.022339,1.0608053
16.022566,1.1717396
16.023664,1.0412235
16.02371,1.8020601
16.025108,1.9211578
16.025572,1.842514
16.027397,1.1249523
16.02789,1.0837955
16.03086,1.0819044
16.03095,1.1191444
16.032532,1.0030279
16.033463,1.093607
16.033592,0.8678942
16.035046,1.7065172
16.037287,1.0103912
16.03789,1.1984806
16.038097,1.0270967
16.03815,1.1571522
16.038452,1.2153234
16.038673,1.1834497
16.040289,0.8116131
16.042051,1.1174574
16.04378,1.0330696
16.044085,1.285943
16.044489,1.0673647
16.04481,0.7984524
16.046232,1.2569971
16.04647,1.320282
16.047884,1.5664549
16.049303,1.1449585
16.050066,1.1476383
16.05473,1.2066307
16.060112,1.3803902
16.06035,1.2297468
16.06191,1.3975716
16.06267,1.7071905
16.063913,1.0586052
16.065706,1.1295061
16.065748,1.3042927
16.066257,1.239192
16.067457,1.1364822
16.067549,1.8372126
16.069723,1.140357
16.070677,1.081439
16.07324,1.0434933
16.073767,0.9010544
16.074991,1.1276884
16.076176,1.1411371
16.077091,1.1982584
16.077656,1.2422552
16.07897,1.1308498
16.081852,1.0885096
16.0823,1.1245184
16.08258,1.0442076
16.083927,1.5277758
16.08566,1.1347466
16.086723,1.7425089
16.087152,1.2242603
16.088675,1.8404684
16.089758,1.0699139
16.090666,1.9097748
16.090794,1.0391264
16.090864,1.1883154
16.09485,0.99403
16.09527,0.69651127
16.09673,0.87772274
16.099049,1.1738901
16.099808,1.0292578
16.100618,1.1963835
16.101282,1.148818
16.101955,1.2193136
16.10444,0.9950619
16.104805,0.89318466
16.105383,2.2385788
16.106604,1.0948105
16.11032,1.2291355
16.112314,0.90380096
16.11247,1.1455383
16.113794,
16.114706,1.0974464
16.11561,1.1510782
16.116743,0.8530302
16.117256,1.2022724
16.117483,1.2287798
16.118511,1.5528202
16.119368,0.85350513
16.121563,1.0257864
16.12269,1.0823545
16.123144,1.0896473
16.12464,1.1989393
16.124804,1.8942442
16.125158,1.1493082
16.125204,1.3126955
16.127169,2.3495388
16.127455,0.7850847
16.12852,1.0900221
16.129349,1.1771288
16.12941,1.12673
16.129702,1.7561159
16.12982,1.3109426
16.129942,1.0587454
16.130087,1.2354403
16.134016,1.0461922
16.134527,1.0837431
16.134771,1.181983
16.135225,1.2140751
16.13658,1.8268509
16.139486,0.7684126
16.141302,1.2877455
16.141687,1.2446604
16.142784,1.0791931
16.144527,1.0154495
16.145153,1.5195961
16.145956,1.0934649
16.147327,1.6189022
16.147392,1.2684841
16.147884,1.1958275
16.14885,1.0613155
16.149822,1.0434933
16.150692,1.0723314
16.151037,1.0858746
16.152172,1.0855083
16.155228,0.90893364
16.15659,1.3723135
16.157482,1.6565037
16.159672,1.1420984
16.162806,1.2554913
16.162918,1.2174702
16.16374,1.4950619
16.169163,0.9920864
16.170383,1.1885681
16.170563,1.3301573
16.172361,1.0695162
16.172834,1.2894583
16.1733,1.0597162
16.175226,1.1910772
16.177448,1.2627869
16.180252,1.7200708
16.182611,1.7373915
16.18271,1.0839157
16.182737,1.0399084
16.183558,1.0668602
16.18486,1.2487507
16.188011,1.2928057
16.189812,1.1907749
16.191936,1.1145172
16.193457,1.1514721
16.19398,0.9966526
