ra,dec,g
56.40274104775,23.17157986427,16.07754
56.36556600809,23.17467751237,18.346487
56.36354253898,23.17471257149,19.660248
56.36184547924,23.17517709967,19.303394
56.38449332486,23.17916445233,19.926105
56.38547489924,23.18211884903,19.461004
56.39167613726,23.18501072439,17.110922
56.34085787803,23.18325163997,19.642849
56.3313110784,23.18815288522,19.43054
56.36313055634,23.18528965659,17.06312
56.35409464215,23.1922920259,10.457687
56.33587934491,23.1986329662,16.886621
56.33863290037,23.20097166175,17.015537
56.33625813817,23.20362365666,19.755802
56.34306892953,23.20461816527,8.321405
56.34205246544,23.20927367553,19.20849
56.33528698086,23.22030660833,16.891329
56.26079718774,23.21524650921,16.8691
56.27626151215,23.21724048635,17.80742
56.29680006728,23.22045856691,15.256756
56.30832543782,23.24744227686,19.234129
56.30791780906,23.24791375113,17.969643
56.31044027318,23.24788455638,14.893357
56.27333746972,23.21943972357,16.602365
56.27373150815,23.22318733549,19.737255
56.27682694493,23.22442421369,19.908272
56.28229670707,23.22604432747,19.73549
56.28773991379,23.24111744502,19.260262
56.2840146926,23.24559588492,19.970425
56.2616046878,23.23962283213,17.032717
56.28740086455,23.24319202005,19.45355
56.29520800907,23.25487971012,18.644876
56.29310442357,23.25422481486,18.299746
56.30332745387,23.24940239854,19.77338
56.29970655907,23.26100088624,19.586782
56.22325876303,23.24746665432,19.419521
56.18755839371,23.25122753074,19.859804
56.18754352445,23.25055395778,15.7158
56.20744335974,23.25500870532,13.296389
56.21697555453,23.2489308719,18.272276
56.18590253401,23.2561557468,18.225697
56.21358052689,23.26872443224,8.886077
56.20035068188,23.26654939755,19.397547
56.20413147498,23.26638285754,19.878925
56.25040852077,23.24711296702,18.428904
56.26336536541,23.25301514746,18.355486
56.26652437297,23.25391259436,19.6919
56.25337457753,23.25583486775,17.842594
56.26006688542,23.2608908172,15.507473
56.24775866938,23.26590290463,19.05078
56.24042752005,23.2667986131,17.989101
56.2477823546,23.27015710663,19.649534
56.26838148071,23.2721002255,17.296883
56.28885509191,23.27596376545,17.99754
56.27480840954,23.28176848536,18.589771
56.27001240205,23.28184658425,18.914043
56.27350772077,23.29409853091,17.11481
56.22932520088,23.2606828022,18.15324
56.23299435065,23.26268201469,17.748634
56.2282225964,23.27354867342,17.854538
56.23925136964,23.2678962834,19.969288
56.23873529651,23.28022201564,18.323854
56.21269380073,23.27154269687,18.233324
56.21239482007,23.28074599265,19.829878
56.23081194523,23.28448064545,19.17006
