ra,dec,g
115.42866473265,-15.04705616272,13.965982
115.43056237559,-15.04539808646,17.080488
115.42745862633,-15.04366727407,15.976344
115.42007921474,-15.04668344108,16.34342
115.41517344575,-15.04696946104,19.92024
115.41684595875,-15.04568733697,18.90786
115.41738473,-15.04437187692,18.311493
115.41901918245,-15.04096818587,19.287058
115.42215961278,-15.0387817854,19.064318
115.38406219693,-15.04251201586,18.615665
115.40431170816,-15.04339834735,19.552261
115.39343628788,-15.0437496024,17.922922
115.39926828007,-15.04469611198,12.436636
115.39860343914,-15.04252773523,16.616262
115.41319413692,-15.0412554177,19.753103
115.41685400304,-15.04046587918,13.571336
115.41875014491,-15.03887742301,16.034866
115.42028638475,-15.03755108061,18.39735
115.42039958982,-15.03648912952,17.290993
115.41876177823,-15.03574094691,18.6606
115.41555374535,-15.0357641897,17.831293
115.40665610358,-15.03933393013,19.844278
115.40778454186,-15.03602343986,15.112955
115.40882758008,-15.03000578435,15.403903
115.39138528671,-15.04180466015,19.801546
115.39091962634,-15.0386085764,19.478268
115.39597795898,-15.03704948339,18.250145
115.39547588619,-15.03662127956,17.521845
115.39608924832,-15.03497499406,19.871796
115.38493838211,-15.03922095601,13.516337
115.39373038554,-15.03158683716,14.667224
115.387154035,-15.03387092499,19.830244
115.40257766636,-15.03111360466,18.104275
115.39885017147,-15.03148796862,18.858116
115.40135184627,-15.02986741901,17.621881
115.39921154336,-15.02900562797,19.565529
115.40395439969,-15.02960582927,18.654678
115.40698163343,-15.02789552017,17.662266
115.40469857928,-15.02598674139,18.202753
115.3973212611,-15.02620653175,17.271563
115.39017607801,-15.0266770019,18.73624
115.39262048678,-15.02573700736,16.473017
115.39954903623,-15.02498315848,16.853985
115.39973120712,-15.0194220613,18.946096
115.4683620504,-15.0453023758,19.775408
115.46329513196,-15.0465874683,18.909405
115.4611024225,-15.04580873056,19.329535
115.47118213133,-15.04167261149,16.044453
115.49303033772,-15.04183163697,17.166002
115.48514147919,-15.04135102772,18.667208
115.48845421944,-15.04064126946,14.360554
115.48944392523,-15.03886306969,12.18165
115.4875934431,-15.03935141005,18.991291
115.50680536872,-15.03675795958,19.71889
115.50330398518,-15.03578171028,16.750328
115.50458742591,-15.03217314946,18.417086
115.49079091137,-15.03582396283,19.444344
115.49704880193,-15.03386833489,19.107382
115.49738717109,-15.028989531,19.836262
115.47870962658,-15.04353437931,19.366465
115.47850236767,-15.04035374154,12.429253
115.48491288305,-15.03551343731,19.728367
115.48049496717,-15.03796036366,19.138466
115.48213110146,-15.03288869563,16.53238
115.4823896664,-15.03374100041,17.168242
115.47413794402,-15.03951487036,17.670277
115.47179729273,-15.03615530584,19.97404
115.47337608378,-15.03485861152,17.25368
115.47814402892,-15.03484510571,18.98212
115.47889546734,-15.03258412688,19.274492
115.48005715875,-15.03188930492,18.146414
115.47237569322,-15.03203796982,19.809736
115.47596748308,-15.03032031114,19.13831
115.48574629841,-15.03431212685,19.310564
115.48973823587,-15.02630201933,18.540356
115.49513116486,-15.02447461186,18.687939
115.4838922264,-15.03002899482,19.371212
115.48892697346,-15.02604688888,17.215467
115.48877767042,-15.02445037831,19.247412
115.49168545351,-15.02372544347,18.477118
115.48454360798,-15.0238124633,19.431877
115.48433989575,-15.02252410293,19.25992
115.51936159121,-15.0326089,19.552206
115.52112373363,-15.03209201148,18.98061
115.5174556197,-15.03127510187,15.606092
115.53999654465,-15.02690095965,16.798489
115.54052337028,-15.02595899597,14.042635
115.54002190607,-15.02461123037,17.30784
115.52894658382,-15.02987864141,18.131495
115.52742556191,-15.02759872501,15.311067
115.52255029991,-15.02832493628,18.933725
115.53348430868,-15.02383379197,15.721012
115.53562411583,-15.02088859072,18.457922
115.53485769593,-15.02026140547,15.326213
115.55011325939,-15.02122584945,18.24949
115.55608938823,-15.01660226396,19.096176
115.55838578657,-15.01637539157,18.087652
115.5603591139,-15.01486650327,18.680752
115.55895069973,-15.01567301438,19.789087
115.55991279452,-15.01279890469,17.33663
115.54678447689,-15.02269640967,18.855461
115.55088539423,-15.0195845268,19.323425
115.53561866735,-15.01974283975,14.81061
115.53567481658,-15.02011301241,16.240877
115.5364272216,-15.01738134823,17.372814
115.53554011045,-15.01739455843,16.06168
115.54691413662,-15.01204738431,18.236769
115.54917435885,-15.00429510043,19.503784
115.55796446048,-15.0024126685,18.925282
115.55509041292,-15.00299103055,16.485897
115.55014301778,-15.00283524403,19.612495
115.5553554009,-15.00178133393,19.299946
115.55222592699,-15.00090714292,14.323663
115.51148219456,-15.03350430605,18.428364
115.51241595314,-15.03160135344,17.099197
115.51708430462,-15.02909603794,17.376366
115.51601169694,-15.02784899241,19.429104
115.52046841207,-15.02711111827,15.864283
115.51106817918,-15.02648381488,14.776197
115.51091042041,-15.02740633812,18.439001
115.51182508462,-15.02606316231,17.279924
115.50953789295,-15.02116269483,15.256006
115.52208442242,-15.02302528206,17.982126
115.52277532698,-15.0230032201,15.17608
115.51750923752,-15.02101087858,18.938545
115.52903898801,-15.0182048477,18.82816
115.53019225189,-15.01656667225,17.439507
115.52379460027,-15.01759650041,19.87183
115.52045924657,-15.01778768248,19.509504
115.51853667454,-15.01684676669,18.267824
115.51240164384,-15.01913728637,19.891567
115.51339729119,-15.01590882466,19.683807
115.52100435151,-15.01615265958,16.48658
115.52395926296,-15.01213019185,17.686087
115.51974443438,-15.01262393208,17.772175
115.5021151399,-15.02236922854,19.534893
115.49580280793,-15.02369797797,18.712326
115.50611048053,-15.01789029907,18.223871
115.50252950007,-15.01934518824,19.239592
115.50002857416,-15.01286408028,18.85913
115.50052191944,-15.0107826463,16.42942
115.4992044813,-15.01025978524,15.000421
115.51491261533,-15.01168168436,19.682678
115.5140239645,-15.0096824929,19.571554
