ra,dec,g
72.8934036594,43.54109571292,19.022839
72.87651843841,43.53376291667,19.035965
72.86780388276,43.53086977782,19.990646
72.86131442305,43.52927691611,19.157133
72.85769466538,43.53007452925,18.180952
72.85843802864,43.53166291296,17.62311
72.86864510725,43.53509931828,19.07636
72.87380381772,43.54141912349,19.842104
72.8780226316,43.53894953668,17.953703
72.88263818482,43.53870201901,19.413818
72.89558549134,43.54501419013,17.482939
72.89384402737,43.5426037205,19.792747
72.88840604687,43.54247790812,19.502228
72.89260044124,43.54589584511,17.246778
72.8930896609,43.54652576892,19.246777
72.89392882303,43.5491816688,16.897465
72.88147994194,43.54149133756,16.690977
72.89255599355,43.5491053868,18.970455
72.89177367938,43.5516311414,19.48497
72.88736514235,43.55245927002,18.976706
72.7916513344,43.51585810059,19.084284
72.80110554252,43.51666541663,19.99409
72.81065442376,43.52152920113,18.328707
72.81031352958,43.52131361688,16.984386
72.79363364436,43.51374389034,16.906515
72.79633792335,43.51704350948,15.682123
72.79949960434,43.51704808828,19.95672
72.80663704966,43.5225750293,18.364744
72.7680336632,43.51139157569,18.344942
72.74435453897,43.51516060339,18.982533
72.75086114942,43.51361162225,18.638653
72.76365568825,43.5186408871,19.767153
72.76160425207,43.5202975563,19.226757
72.76299856284,43.51952848167,17.431036
72.7508817288,43.5200145253,18.424791
72.75184663969,43.52261169443,16.68454
72.75225108862,43.52292976323,14.599859
72.75687721975,43.52119655167,19.415522
72.78502606285,43.5156787323,16.800581
72.78899563279,43.51867350798,14.936809
72.78945115059,43.51904640562,13.824663
72.78060408007,43.51875434966,18.676775
72.7845250616,43.52139830587,19.190527
72.775702912,43.5180500855,19.60921
72.78688276851,43.52648901476,19.996052
72.77994890966,43.5235045285,19.682629
72.78382677822,43.52897887013,17.0077
72.8000756797,43.52693916328,19.551441
72.79009513966,43.52858959117,18.757181
72.79445236175,43.52968149148,14.196475
72.79453303611,43.53528110086,19.488695
72.80494156492,43.53645439301,18.584055
72.80292893986,43.53788307637,18.736673
72.79659396932,43.53717399243,18.819876
72.80425057432,43.54035183329,16.07324
72.77255619662,43.52254245624,16.84151
72.77001300766,43.52426759701,19.928225
72.78383495677,43.52979499596,14.797442
72.7743790841,43.53083451584,18.779287
72.77035982698,43.53146010134,19.837013
72.76811937989,43.5321265862,19.78962
72.77198039908,43.53642802576,19.885847
72.77749736383,43.53500919115,15.751154
72.78046618643,43.53589850662,19.931944
72.7743125563,43.53695411092,19.633291
72.77867901472,43.53831664332,16.331203
72.78625114507,43.53647818132,19.77884
72.79052089717,43.5378505404,19.43195
72.79101460039,43.54123022792,16.018671
72.79025274496,43.54039495709,19.955345
