g,bp_rp
13.899801,0.6883707
13.907865,0.40780354
13.910359,0.3809414
13.912983,0.46555614
13.924013,1.4367552
13.933103,0.4662981
13.942881,0.44276047
13.953257,1.2106419
13.964966,1.3539886
13.967035,0.7027607
13.983599,0.75520325
14.010508,0.43805695
14.011629,0.36542988
14.013394,0.7569914
14.021672,1.2798014
14.022607,0.7228012
14.039825,0.752141
14.05284,0.73659325
14.06439,0.78393936
14.07519,0.79586697
14.082315,0.88534164
14.08894,1.0766621
14.091971,0.58903503
14.102148,1.20679
14.112152,0.75205326
14.129358,1.6670618
14.134675,1.2285662
14.137873,0.68864346
14.142156,0.36421585
14.151676,0.5319576
14.160134,1.3530245
14.165065,0.74682903
14.166694,0.47844887
14.168224,0.41098785
14.173173,0.8985281
14.178587,0.982646
14.179999,0.4817629
14.186818,1.2088966
14.192082,1.0603704
14.2107525,1.3257694
14.243959,0.3263588
14.244201,0.8444843
14.244573,0.31555653
14.244882,0.62125874
14.255159,1.1860781
14.262907,0.87732506
14.265347,0.9507122
14.272327,0.7829733
14.278505,0.72536564
14.283382,0.96120644
14.290859,0.7625561
14.298047,0.30395794
14.30193,0.37042236
14.304466,0.3068533
14.309149,0.66188145
14.32654,0.32180023
14.331848,0.376338
14.332391,1.2668781
14.335592,0.8632364
14.347792,0.645072
14.35095,
14.371449,0.772768
14.374958,0.8581867
14.379322,0.8060322
14.386249,1.3851681
14.39202,0.88822746
14.397543,0.40701866
14.405714,0.17300129
14.413476,0.7650814
14.413965,1.2323189
14.428504,1.2968903
14.432058,0.49272633
14.449939,0.7886152
14.456384,0.9155836
14.464286,0.943264
14.4677,0.45925236
14.468639,0.97730255
14.488926,1.0303555
14.489475,0.96385574
14.4973755,0.32647133
14.498332,0.5189638
14.507295,1.2759275
14.510447,0.85076714
14.51071,1.0512133
14.519959,0.7436428
14.521459,0.42950058
14.5251255,0.9893303
14.52994,0.33165646
14.532891,0.83730793
14.536159,0.3246851
14.542026,0.47037506
14.547246,0.3319664
14.549903,0.9159832
14.5519495,1.0583487
14.568921,0.86573887
14.569264,0.78116703
14.572697,0.60497665
14.581039,0.83326054
14.583536,1.2636642
14.5889225,1.1615915
14.591282,0.6959429
14.604799,0.74623966
14.60777,0.3970194
14.607811,0.32452965
14.608823,0.5153971
14.6132145,1.1410761
14.615204,0.8822775
14.639492,0.7286892
14.653694,0.816967
14.654172,0.7654114
14.658229,0.66235733
14.660464,1.0446205
14.661979,1.4237795
14.663971,0.56603813
14.68417,0.8223524
14.685086,0.35147095
14.6861725,0.38042068
14.695502,1.1366577
14.70335,0.42127705
14.703822,0.8244591
14.70828,0.8063612
14.708353,0.7416725
14.719789,0.35411263
14.71996,0.5002079
14.739125,1.4176016
14.739381,1.2086821
14.739831,1.0828915
14.740332,
14.744255,0.5568752
14.749947,0.99795914
14.755224,1.0500755
14.758483,0.7007141
14.760032,1.1797171
14.769911,0.3446846
14.77093,1.0451183
14.771671,0.9277859
14.7729435,0.30875397
14.777733,0.5181713
14.78405,1.0943785
14.7845125,0.4046831
14.786264,0.7994108
14.789327,0.39501
14.797944,0.99576664
14.800443,0.78296185
14.802477,0.64022636
14.82379,1.0947075
14.824977,0.8021002
14.82979,0.70339775
14.829941,0.5942669
14.833984,1.2379103
14.8365345,1.2539473
14.841343,0.50955963
14.846119,0.9315748
14.858734,0.9092655
14.858756,0.45938206
14.86136,0.5073261
14.867691,1.1938505
14.880987,
14.886645,1.1259575
14.88918,0.70436573
14.892669,0.7659912
14.893485,0.364913
14.895965,
14.896506,0.84052277
14.899074,1.2196856
14.901042,0.9562111
14.908913,0.36984253
14.909375,0.34854984
14.910795,0.43958187
14.91485,0.41603565
14.915785,0.57686234
14.916967,0.36894894
14.91917,0.6091242
14.922258,0.973876
14.923232,1.1821442
14.92467,0.3655157
14.929352,0.9687109
14.93069,0.8999758
14.934103,0.3913927
14.934373,1.2600946
14.934647,1.1334829
14.938226,1.1204958
14.944935,0.9054079
14.948753,1.4995508
14.950009,0.9709902
14.954566,0.9251156
14.9552,0.74802876
14.959069,0.94455814
14.959224,1.129776
14.961026,1.3656301
14.964657,0.98413944
14.969654,1.118474
14.969922,1.1712456
14.969984,0.7728224
14.97634,0.77223015
14.97647,0.88616943
14.97954,0.75535965
14.980399,0.449893
14.98157,0.6108513
14.981997,0.5702696
14.982676,1.0672798
14.983415,0.7995119
14.98388,0.8557091
14.986806,1.0718307
14.990312,0.89163303
14.99393,0.92274094
15.003583,0.9475546
15.010929,0.789011
15.015678,0.8474121
15.024814,0.4340372
15.026838,0.9839964
15.032096,0.69694614
15.036171,0.49790668
15.04416,1.2712831
15.050624,1.0384111
15.052416,0.95109653
15.058112,0.46443367
15.059882,0.38660336
15.060492,0.794364
15.064627,0.8352661
15.065287,0.8757601
15.072674,0.8673067
15.077511,0.8480301
15.079368,0.7413912
15.082535,0.91850567
15.087692,1.14464
15.088439,0.60979843
15.090777,0.94250107
15.095574,0.74537754
15.099622,0.9643526
15.099984,0.8309002
15.10374,1.0959721
15.126044,0.73297596
15.128765,0.7836962
15.12972,1.040576
15.130649,1.163557
15.133542,0.33903694
15.138027,0.7379589
15.148894,0.76585484
15.159738,0.9080181
15.160112,0.6701288
15.160527,0.5703516
15.165219,1.2529306
15.16826,0.9072666
15.174692,0.41663647
15.18084,0.45997524
15.185935,0.50739
15.187551,0.41713142
15.18765,0.7475548
15.188486,0.6422434
15.189345,0.9182768
15.195638,1.2734146
15.195677,1.1961603
15.198026,0.79918003
15.19945,
15.200696,0.7642698
15.203239,1.0148687
15.208587,0.79826355
15.2115555,0.96351147
15.214314,0.5025101
15.222342,0.41704082
15.223375,0.4775362
15.225254,0.7142792
15.234309,0.79042053
15.236503,0.8375368
15.237463,0.89678574
15.238054,0.52136326
15.25484,0.7760048
15.2555685,0.8795109
15.25727,0.8848114
15.2575445,0.7722578
15.265844,0.7941427
15.271075,0.73414993
15.272688,0.81984615
15.280123,0.49735737
15.2856,0.6333084
15.29828,1.0579529
15.302519,0.7310705
15.302657,1.6702242
15.3032465,0.76649475
15.305432,2.3316326
15.307064,1.2647648
15.308379,0.7326822
15.309732,0.7327442
15.311913,0.49246502
15.312526,0.63217354
15.31647,0.8238249
15.320571,0.7186909
15.326167,1.0907326
15.335342,0.8602705
15.3365555,0.7884302
15.337079,0.9863043
15.342668,0.9069948
15.3439045,0.83429146
15.344217,1.2402229
15.345189,0.6808634
15.345797,0.4886465
15.349959,0.60396767
15.354932,0.74867535
15.355457,0.6204443
15.36148,0.9037981
15.364697,1.5731878
15.37041,0.9075041
15.372797,0.4349699
15.376323,0.8451538
15.377546,0.64151573
15.383004,0.47031975
15.390365,0.6270704
15.393038,0.4795208
15.393235,0.6632767
15.397873,0.63885593
15.401542,0.7782564
15.404598,1.1863842
15.408956,0.5657377
15.415457,0.74827194
15.416828,1.5013599
15.417098,0.9265461
15.419034,0.76356316
15.419443,0.93131256
15.424843,0.9844332
15.430341,0.86383057
15.431589,1.2164288
15.431609,1.2043543
15.432262,1.0531216
15.437138,0.59676075
15.43717,0.5317745
15.441853,0.5033474
15.4426775,1.2140903
15.443922,1.0054216
15.450997,1.7670612
15.456952,0.5092325
15.4571295,0.8523083
15.457657,0.8126707
15.45771,1.2249393
15.458662,0.77703667
15.46427,0.62816525
15.467866,0.9660797
15.4693775,1.0001698
15.481056,0.966835
15.482173,0.60560226
15.482231,
15.490062,0.552289
15.494423,0.754076
15.496867,1.0326843
15.497838,0.48725605
15.49851,0.9092674
15.502223,0.6191282
15.507096,1.086237
15.511882,0.8446903
15.512267,0.9034195
15.51332,0.86136913
15.51526,1.1715231
15.519791,0.7741604
15.527128,0.9452181
15.532036,0.8727808
15.539,0.70564556
15.546955,0.865057
15.5496025,0.5435467
15.550969,1.0753613
15.554773,0.9820156
15.563287,0.52326584
15.565873,0.5181923
15.567823,1.0826406
15.568461,0.529047
15.571592,0.5021887
15.572098,0.52623844
15.573437,0.6828375
15.587819,1.2366333
15.5908985,1.014143
15.594606,0.8250675
15.596324,0.7908106
15.598518,0.7801361
15.600129,0.548542
15.60764,0.8186283
15.609911,0.93354225
15.61086,0.8510809
15.611981,1.0901165
15.614455,0.78273964
15.616054,0.8089361
15.618569,0.88312244
15.62101,0.88776207
15.623636,1.0060549
15.62378,0.93122673
15.628513,0.78464603
15.630849,1.1588802
15.633683,0.71275234
15.636079,0.94892216
15.637561,0.8593149
15.645672,0.5580435
15.648678,1.0477571
15.651715,1.1650486
15.656451,0.5541315
15.65682,0.5413971
15.658072,0.60218334
15.662561,0.82375145
15.66335,0.7614479
15.668266,0.7736769
15.671499,0.67490387
15.672228,0.7763796
15.673866,0.899807
15.682141,0.5244112
15.6841545,1.095684
15.688042,0.55449677
15.6995945,0.79787827
15.699853,1.0383091
15.702201,0.6845617
15.702335,0.59324837
15.712108,1.0908918
15.712911,0.9114456
15.713488,0.7586937
15.717885,0.9782667
15.719511,1.0517693
15.719531,0.8765955
15.726569,1.1521034
15.727814,0.9739523
15.731637,0.5405016
15.731961,0.5764599
15.73197,0.5802145
15.73439,0.7819605
15.734638,0.7374058
15.739221,0.87719536
15.740691,0.8799753
15.742213,0.6599674
15.743369,0.7358036
15.749521,0.761981
15.750041,0.5748491
15.750602,0.392272
15.75524,1.38871
15.755543,0.9185419
15.760707,0.6950722
15.764169,1.1855268
15.769988,0.9121523
15.775035,0.896965
15.776599,1.3276196
15.7778015,1.1010637
15.77943,0.81175137
15.780521,0.78127766
15.782503,0.770771
15.784046,0.5235138
15.784166,0.906477
15.785581,0.6907549
15.793538,1.9066563
15.8006735,0.8509817
15.801065,0.9027214
15.8059635,1.1445312
15.80672,0.8972368
15.815756,0.5548029
15.816074,1.2336473
15.816408,0.7564249
15.818102,0.761549
15.819696,0.5942383
15.821081,1.0729771
15.821718,0.64101315
15.825818,0.77020264
15.826584,0.9775152
15.826941,1.061616
15.828968,1.0079775
15.837814,0.87218666
15.839146,0.90694237
15.839955,0.5209894
15.841738,1.0990801
15.846666,0.76221275
15.850524,0.75382805
15.852169,0.8318386
15.852296,0.5611305
15.852553,0.6021261
15.855516,0.6062536
15.85565,0.6950197
15.856106,0.70347977
15.858866,0.5664511
15.862065,0.84776974
15.862535,0.9881935
15.865536,0.7577791
15.867999,0.9223099
15.870817,0.7549887
15.874266,0.81109047
15.875546,0.6388025
15.880023,1.1610203
15.882465,1.2744274
15.883493,0.85908604
15.887726,0.84514904
15.888358,0.8166485
15.888784,0.85367966
15.891244,1.1657705
15.898252,0.68108463
15.901392,0.96033764
15.902375,0.87248707
15.904101,0.7539606
15.906892,0.67096615
15.909252,1.0923405
15.910263,1.3898773
15.914892,0.79608727
15.916557,0.7311888
15.9203615,2.3033571
15.920964,1.2869415
15.924484,0.6121683
15.927238,1.0841141
15.93037,0.7203102
15.932624,0.7300987
15.933939,1.3417892
15.935779,0.84421825
15.939891,1.0398054
15.94525,0.83201027
15.945551,1.3181324
15.94729,0.5935631
15.950851,0.58215046
15.951637,0.8339853
15.952218,0.598546
15.953065,0.6395016
15.954185,0.81435394
15.956289,0.59651566
15.959279,0.90820026
15.960291,1.1936741
15.96122,1.0093546
15.961891,0.8876629
15.963076,0.6274538
15.964278,1.0634594
15.965127,0.8602762
15.966716,0.5959158
15.966994,0.8428774
15.967118,1.0556765
15.967526,0.8007431
15.968776,0.76585484
15.969303,0.8562002
15.971175,0.7758007
15.9717865,
15.972042,1.2271566
15.973576,1.2914267
15.975897,0.71631527
15.977312,0.8559599
15.980196,0.6119375
15.983553,0.9600725
15.989073,0.714015
15.990629,0.8718004
15.994456,0.61975384
15.994856,0.67571926
15.996097,0.7837944
15.999299,1.7452364
15.99981,0.8173876
16.000294,0.7591791
16.000404,0.6081619
16.002132,0.7881746
16.003405,0.9125433
16.009914,1.0960732
16.01467,0.86081123
16.015451,0.7233801
16.01768,0.7520218
16.017899,1.0630407
16.018137,0.5960007
16.019365,0.6816845
16.020018,0.90319157
16.020798,1.2204866
16.021381,0.8767624
16.022434,0.72826576
16.023266,0.986783
16.02868,0.79262924
16.029398,1.5955839
16.031927,0.8484335
16.032349,1.0129318
16.032637,0.6327219
16.034967,0.8635931
16.047804,0.7390089
16.049616,
16.053587,0.6931715
16.053595,0.78814125
16.055178,0.9285507
16.055891,1.2906609
16.05829,0.77913666
16.061527,0.62894154
16.062508,0.9419575
16.070543,0.9335203
16.070728,0.8390217
16.071068,1.0234194
16.072939,0.75200176
16.076794,0.6593065
16.078451,0.8759737
16.079428,1.0527391
16.079893,0.74906635
16.080343,2.4572992
16.083149,0.75267696
16.084032,0.52241516
16.085327,0.6337452
16.088673,0.6175022
16.091423,0.6583414
16.094126,0.8178644
16.094292,0.815032
16.094772,0.70215225
16.095337,1.0261078
16.095636,0.86386204
16.09872,0.6912031
16.099041,0.9953642
16.100952,1.073329
16.101624,0.76957226
16.103045,1.2743635
16.106865,1.0861292
16.108177,0.7523737
16.108925,0.788332
16.113075,0.74149704
16.11445,0.76004314
16.117197,1.0876169
16.117683,0.946043
16.119589,0.88801765
16.12305,0.783947
16.12368,0.87696266
16.123747,0.72048664
16.125069,0.8041878
16.12567,0.824152
16.127863,0.7758665
16.128164,0.8590355
16.131826,0.9358187
16.135258,0.91048336
16.13691,1.2398233
16.139954,1.3706045
16.140244,0.99944687
16.145046,1.7912416
16.14631,1.0411863
16.149954,0.90505695
16.151243,0.76507854
16.153368,0.65032005
16.155704,0.9029465
16.159752,1.0273247
16.16077,0.62303734
16.161425,0.96046066
16.162043,1.0369301
16.167458,0.9559088
16.169088,1.4466801
16.171465,0.64233303
16.174883,0.93080235
16.176065,1.0634289
16.176136,1.5633554
16.178448,0.78366375
16.179167,1.2097511
16.179565,1.0056057
16.181332,0.8081627
16.182072,1.2296219
16.183582,0.8552475
16.184454,0.7554836
16.184664,0.6876612
16.184881,0.7058048
16.184938,0.78366375
16.191769,
16.192883,0.7640047
16.196556,0.8811245
16.197943,0.7922487
16.198507,1.0794001
16.199078,0.9964714
16.199232,0.918437
16.200283,0.7094822
16.201836,1.1184902
16.203188,0.768733
16.203205,1.1445541
16.205774,0.75725365
16.208376,0.6570091
16.209988,0.750453
16.212166,0.8165312
16.217098,0.8021164
16.219534,1.2372513
16.220276,0.97387123
16.22095,0.9453058
16.223927,0.67492294
16.231441,0.82452583
16.234137,0.7044878
16.235018,1.129139
16.236462,0.69639015
16.236927,0.7628727
16.240685,1.0588675
16.240767,0.8992586
16.243727,0.9599848
16.246613,0.45343304
16.25491,1.4775934
16.256704,1.3562803
16.256712,0.9263296
16.257105,0.7020521
16.258238,1.0594921
16.258747,0.917716
16.259764,0.97888756
16.261156,0.7202072
16.261366,0.69864655
16.262304,0.87191296
16.263094,1.1658611
16.264807,0.82742786
16.26696,0.96437263
16.269829,0.7350216
16.270327,1.329669
16.271011,0.8323984
16.273674,1.0704527
16.274324,1.2121449
16.276373,0.77547455
16.277414,0.78569317
16.277887,0.9544058
16.280378,2.203022
16.283577,0.8785763
16.285099,0.8271961
16.289568,0.9125767
16.290932,0.70101833
16.2916,0.9457922
16.295115,0.694458
16.299072,0.66626835
16.300291,0.8742323
16.300573,1.1098757
16.301006,0.67345715
16.301683,0.8008299
16.302101,0.69830894
16.302275,0.9612026
16.305058,0.68196964
16.30859,0.80693054
16.31244,0.7636833
16.312986,1.0323639
16.313389,1.1708946
16.315226,0.6479683
16.318417,0.87458134
16.321037,0.8466501
16.321684,0.8374262
16.322332,0.6670828
16.322824,0.70824814
16.324446,0.7087984
16.328545,0.6956444
16.3316,1.0123768
16.333984,0.9957409
16.334631,1.0588131
16.334671,0.7422781
16.335703,1.0816698
16.337269,0.6674175
16.339499,0.9950962
16.341204,0.8609848
16.344486,0.8974066
16.351116,0.68978024
16.351894,0.90581703
16.351929,0.6928692
16.353014,0.87915707
16.353466,0.754529
16.356482,0.70825577
16.35794,0.7671852
16.359507,0.7235174
16.361532,1.1296425
16.364103,1.7747154
16.365498,1.072753
16.36564,1.517003
16.369825,0.9328041
16.369968,1.0304432
16.373196,0.96024704
16.374125,0.79092693
16.376,0.8081503
16.380701,0.84200954
16.381,0.9119873
16.385157,0.859478
16.38536,0.7242279
16.38703,0.7820616
16.390066,
16.390413,1.3502016
16.391348,0.96376896
16.396488,0.80016327
16.399607,0.7465935
16.402575,0.8745527
16.407642,0.8944826
16.40907,1.2908487
16.409204,0.78498363
16.409222,0.8570204
16.411016,0.9099331
16.415552,1.5779924
16.416096,0.86532307
16.417841,0.8381252
16.418987,0.8592262
16.418993,0.69641495
16.423607,0.85060406
16.42511,0.75452614
16.4269,0.757967
16.42821,0.80952835
16.438704,0.7100544
16.43958,0.77136517
16.443085,0.7140827
16.445076,1.0013208
16.447514,0.84524536
16.44926,1.0545979
16.451942,0.9161711
16.451958,2.0440254
16.45233,0.7773752
16.453331,0.8199129
16.455261,0.7856302
16.456137,0.72428894
16.459824,0.6903286
16.462244,0.6607704
16.462257,
16.463207,1.2460222
16.466,1.220581
16.466536,0.8235254
16.46808,1.1354074
16.468487,1.2168255
16.472597,0.77952766
16.473106,0.6966343
16.474724,0.9363251
16.475483,0.9205828
16.476656,1.1640177
16.478642,1.0153866
16.479223,1.1582651
16.48341,0.86761856
16.483883,0.85577774
16.484053,1.2219791
16.484655,0.6742039
16.485262,0.80247307
16.487125,1.0241413
16.488546,0.90504074
16.490416,0.906024
16.492847,
16.493002,0.92373085
16.495375,1.0268955
16.498096,0.87931824
16.50123,0.6913109
16.502007,0.6979332
16.503525,0.7568989
16.505417,0.91704464
16.508276,0.8555851
16.508945,0.9476948
16.514582,0.8066406
16.516325,0.70041466
16.517235,0.8949499
16.519733,0.80472755
16.520027,0.75299263
16.525248,1.8146687
16.525364,0.7407894
16.52605,0.7287693
16.527134,0.9235382
16.527987,0.8142147
16.528975,0.9594698
16.534338,0.66467667
16.534763,0.66674614
16.53717,0.64375496
16.538977,1.3258963
16.53907,0.9323311
16.539368,0.864542
16.540524,0.71336937
16.543102,0.83732224
16.5435,1.0968447
16.544195,0.81339455
16.546637,0.84285736
16.548666,0.8201237
16.550632,0.68083954
16.551487,0.79636
16.552505,0.7323818
16.563831,0.71712875
16.566166,0.8056812
16.570316,0.8460388
16.571259,1.0150099
16.57323,0.80976486
16.573336,1.140338
16.57385,1.3318586
16.582457,0.7069168
16.588644,0.9645233
16.590073,0.84960175
16.591833,0.80898666
16.592178,1.0855799
16.594913,0.73671913
16.595785,0.9030876
16.59584,0.8716068
16.596682,0.9066944
16.597445,1.3148079
16.599092,0.7253208
16.599134,1.191617
16.59964,0.7109165
16.60341,
16.60347,0.9937477
16.60647,1.0760927
16.606482,1.362052
16.6078,1.0469913
16.608746,0.8491459
16.608906,1.1237068
16.611485,0.7256775
16.611988,0.8077221
16.61278,0.9285946
16.615944,0.8752613
16.61929,1.1879587
16.622217,1.1770191
16.626062,0.85658646
16.629103,1.0287037
16.630356,1.0688066
16.630829,0.8589554
16.63264,1.3018332
16.633745,0.9044819
16.634565,0.85757256
16.636908,0.7624912
16.638927,0.8081112
16.641546,1.1244497
16.641747,0.9551773
16.642553,1.6415224
16.64288,0.8653374
16.643925,0.9989605
16.644629,0.9714527
16.64508,0.68151665
16.64549,0.8715782
16.645512,0.72410965
16.646383,1.0414906
16.647602,0.8297024
16.648968,1.2830343
16.649025,1.0198593
16.652254,0.7303963
16.653803,1.1705294
16.655416,0.8636799
16.65694,1.00807
16.65775,1.2747545
16.658,1.1555805
16.661175,1.1145267
16.66121,0.71329117
16.662523,0.8299084
16.662743,0.9726887
16.666536,0.9991112
16.670269,1.0411615
16.67437,0.7731724
16.675508,0.7388172
16.680285,0.9978199
16.68473,1.1131363
16.687391,0.902977
16.68752,1.0876789
16.688993,0.93309975
16.690826,0.89024925
16.691692,0.82164955
16.694777,1.1745348
16.695404,0.8425102
16.696007,0.85186005
16.698143,0.7498474
16.698795,0.85808945
16.698957,
16.69898,0.7265549
16.69957,0.98602295
16.699604,0.9308624
16.701582,1.5088644
16.703035,1.2547646
16.703074,0.88162804
16.703901,2.3392792
16.70612,0.9181137
16.706944,0.78769684
16.7076,0.8431988
16.709122,0.7623005
16.709538,0.8398285
16.71147,0.88222694
16.712673,0.6828041
16.71357,0.84644127
16.71429,0.83815384
16.716284,0.7609272
16.723127,0.76927185
16.725912,0.88710785
16.729582,0.9687309
16.73007,0.8022175
16.730154,0.7507763
16.736595,0.78417015
16.738003,2.024436
16.73858,0.77664375
16.738607,1.5571957
16.744307,1.0062008
16.744318,1.0502491
16.745728,2.3128548
16.7467,0.9234543
16.747375,0.75050926
16.760895,0.7647686
16.760921,0.8616562
16.761717,0.8627186
16.765837,0.85414124
16.767687,1.0199356
16.76941,0.7761135
16.769478,1.6145582
16.769485,0.80000305
16.771585,1.6808596
16.776539,1.864996
16.777863,0.7959709
16.779043,0.87218666
16.779076,0.6336975
16.779633,0.7540779
16.779652,1.3265648
16.779947,1.3781395
16.783617,0.95721245
16.783836,0.95110893
16.784874,0.7835827
16.784897,1.2702923
16.785667,1.3850899
16.788794,0.76651764
16.791897,1.4844522
16.793634,0.89017487
16.79556,1.3730612
16.798056,0.7690525
16.800411,0.8268223
16.804304,0.76140404
16.804619,1.1197777
16.805107,1.1612835
16.806328,1.2139206
16.807222,0.65307426
16.807552,0.87540245
16.807909,0.7914524
16.808231,1.5775528
16.811016,1.842
16.811043,1.1408348
16.814034,0.95419693
16.814255,0.88116646
16.81655,1.705904
16.816721,0.8473778
16.822105,1.1398754
16.823458,0.9242058
16.82517,1.1978531
16.825792,1.0686436
16.826008,0.82050514
16.829044,0.7993889
16.829191,0.65836716
16.834284,1.1903076
16.83516,0.95593643
16.836966,0.8264637
16.83722,1.1938667
16.839382,0.77759933
16.840515,1.6321087
16.840538,0.81025696
16.843666,1.7251654
16.843801,0.9662304
16.844236,1.0758343
16.844269,2.4537964
16.849552,0.8032036
16.852087,0.7746277
16.855198,1.254961
16.8557,0.45624352
16.85754,0.87553215
16.858086,0.8043499
16.858854,0.8391361
16.859344,0.83182526
16.859446,0.88528824
16.859837,2.0120115
16.865532,1.4880447
16.866129,0.8250637
16.867083,1.557908
16.869173,0.9081898
16.8703,1.0410538
16.870928,1.7661419
16.872179,1.2067261
16.872824,1.2456341
16.87312,0.86842155
16.875153,0.7696705
16.87574,0.77568626
16.876577,0.7933483
16.878157,0.7593937
16.87928,1.194994
16.881628,0.8182907
16.883152,0.945179
16.885191,0.8970642
16.88669,0.9927292
16.886726,0.93187714
16.887468,0.84451294
16.889647,1.6128922
16.89091,0.81510544
16.891626,1.8259068
16.895458,0.9702034
16.895487,
16.895761,0.8361263
16.89583,0.84915924
16.89951,0.8262558
16.900486,1.207674
16.900982,1.0033703
16.901354,1.1215725
16.90322,0.7937145
16.90726,0.9019089
16.907848,0.8790302
16.910166,1.3536701
16.91052,0.9655876
16.911968,0.76317215
16.912962,0.84583855
16.913586,1.1852875
16.914577,
16.917744,0.8577423
16.920597,0.9511013
16.921211,0.8860645
16.921309,0.9896736
16.92623,1.0411148
16.926468,0.75198555
16.926497,1.3832607
16.930649,0.92370033
16.931341,0.8255825
16.933323,0.83304214
16.93491,0.7947941
16.935831,0.5424156
16.936832,1.6207275
16.937126,0.85868645
16.937223,0.77285385
16.938728,1.3457813
16.938925,0.86203
16.939049,1.8469067
16.942322,1.3948154
16.942633,0.86532974
16.946285,0.9874973
16.948055,1.2131824
16.948841,0.88757324
16.949717,0.82154083
16.95126,0.84880257
16.954807,1.0187378
16.954899,0.9614315
16.957054,0.7213688
16.96158,1.0569515
16.961718,0.91018677
16.962778,0.96925163
16.963858,0.8335018
16.964087,1.0848866
16.965117,0.8747349
16.966087,1.1854839
16.968159,1.0967007
16.972572,0.808445
16.973967,0.84802246
16.976185,0.84453964
16.979069,0.8327255
16.980951,0.73342896
16.984388,0.77534103
16.984648,0.76457405
16.984985,1.0233192
16.988348,0.90428925
16.99195,0.9730511
16.993383,1.0050297
16.99356,0.9768543
16.9989,0.8777847
16.99911,0.86797714
17.000723,0.8562336
17.004951,0.777256
17.006618,0.81744957
17.006643,0.8115387
17.007055,0.9272232
17.007338,2.3834639
17.007675,0.841629
17.007921,0.80268097
17.008661,0.8005142
17.009096,0.98752975
17.010702,0.8779354
17.011871,0.88615227
17.0146,0.8522053
17.014973,0.8218403
17.01502,0.82052994
17.017979,1.084835
17.022184,0.8478985
17.022312,0.73882675
17.023024,0.90511894
17.023043,0.9935036
