ra,dec,g
303.05478508165,38.44316029529,6.97044
303.02721308242,38.35491036703,7.195736
302.85487176818,38.40066360736,7.741492
303.18489241381,38.39183038134,7.791273
303.00431436645,38.39372523432,9.871301
303.15711531795,38.35012387731,9.945585
303.05904116786,38.44442221574,10.179297
303.14475003045,38.3940064713,10.38227
302.90392725338,38.30344460417,10.665257
302.91357416683,38.26921995584,10.812429
302.86749166684,38.34394767206,11.146469
303.02645899819,38.3502411205,11.37331
302.9411806171,38.29623009232,11.629158
303.21739688147,38.36998572749,11.712524
302.85731146192,38.40441532043,11.713181
302.93817280033,38.49779062705,11.824224
303.09554354803,38.27604329023,11.872001
302.8664332298,38.38096763479,11.972214
303.03751638064,38.42933547132,12.025281
303.0823084985,38.36959170544,12.047978
302.99002603012,38.37260265961,12.073777
302.91672871318,38.34631611066,12.127431
302.93389113094,38.34146673029,12.168884
302.96341920406,38.39710042231,12.195387
302.98867179968,38.24953651083,12.244814
303.09089551345,38.24122396217,12.249604
303.03232020529,38.29826828503,12.279672
303.02401212321,38.29128360545,12.428945
303.194867897,38.26776735127,12.438473
302.9098318835,38.38311753346,12.449286
303.09149532279,38.35111729576,12.454523
303.141294058,38.38462340546,12.49623
303.18162917547,38.41458499998,12.51069
303.14992510215,38.31807401967,12.535163
302.91470282084,38.34464922372,12.568712
302.9921085949,38.21596155974,12.61948
303.1134812236,38.38654673781,12.670643
302.96566460596,38.28246114489,12.675632
303.1072354376,38.39133027001,12.751879
302.86353265655,38.37940628218,12.755735
303.06784689263,38.25537374179,12.766411
302.96085791341,38.34805375633,12.781942
303.06950384172,38.46467412621,12.796703
302.85494233294,38.35665520816,12.804883
303.00455979829,38.44037590604,12.83274
303.09046927346,38.47919898017,12.833883
303.06165105589,38.28788468252,12.844499
302.96859330776,38.24954330914,12.852955
303.06707875075,38.26013685655,12.868157
303.13947619191,38.47133295266,12.870729
302.84064981994,38.36286957689,12.875638
302.9481179383,38.41412792627,12.891603
302.85055554568,38.28849367133,12.901261
302.96364716316,38.27976830274,12.906968
302.88667957902,38.39047012846,12.961031
302.93433711649,38.23391810296,12.972222
303.0371769485,38.48114181885,13.020002
303.06843775303,38.27908669926,13.024096
303.14042267182,38.37460576699,13.029216
303.0525896988,38.42753172547,13.045257
302.95104296066,38.29932054879,13.047879
302.97640176907,38.31183343552,13.09326
302.95855285602,38.23973370351,13.099794
303.15464945274,38.38637819627,13.116202
303.1440562365,38.29346861018,13.124567
303.00768489587,38.40745005212,13.148219
303.07146287417,38.47139668253,13.149429
303.02384718354,38.41427152116,13.179468
303.02435407731,38.29076227733,13.209621
303.06692044889,38.33674074897,13.216255
302.95933181245,38.39607673048,13.226697
303.20278769998,38.38678840676,13.229627
302.95828100907,38.45752557749,13.243187
303.02452492571,38.50126790342,13.246673
303.02680350089,38.33910859039,13.248149
303.05861813249,38.30773282211,13.268274
303.06870383388,38.2310818977,13.284545
302.84779577354,38.28154838108,13.301151
303.09188477256,38.29517083768,13.316994
302.92014368843,38.41608487584,13.332082
302.94659594565,38.43492713136,13.341365
303.09534709444,38.25283566394,13.355993
303.0301999436,38.243603987,13.362083
303.13652133881,38.30155980995,13.378813
303.06061354257,38.40047785805,13.380562
303.18821494919,38.37212975503,13.393044
303.18440794727,38.36206051137,13.396222
302.93469902295,38.33436064005,13.406297
303.02425311436,38.29228099546,13.420064
303.13939214917,38.26260193668,13.45011
303.08331208929,38.35088660734,13.461307
302.90133715384,38.42317426794,13.462338
303.03685339465,38.28639755579,13.475351
302.99024794798,38.39596021456,13.497534
302.89515489941,38.44327357632,13.509107
302.95799952531,38.27864577712,13.528265
303.1665380288,38.25423747155,13.532057
303.03568827899,38.43732180395,13.574285
303.00626415061,38.28495376674,13.575997
302.93802773559,38.36559825901,13.576835
303.07277148477,38.48343936596,13.581439
302.99123509147,38.28048436224,13.612391
302.97314957204,38.2043585418,13.615199
303.17485787287,38.36541246354,13.618923
303.02934228286,38.22038044848,13.619878
303.07677314149,38.45570140415,13.639466
303.14539039061,38.27713930921,13.650282
302.83573964907,38.34912976328,13.669674
303.00515192201,38.23005371586,13.692225
303.20267765217,38.3781712657,13.695107
302.96944912322,38.24921462495,13.734699
303.03634156351,38.38614845998,13.740473
303.01557643613,38.36420037124,13.752995
303.07631097164,38.29231152895,13.769486
303.04626232212,38.21277356542,13.779683
303.1366203862,38.48182597488,13.793055
302.95949174507,38.46678828626,13.804818
302.94854042485,38.33333585107,13.80941
302.96527201534,38.23668093499,13.819663
302.90662064618,38.4407281507,13.821798
303.01554909171,38.37216036516,13.855301
302.98233389496,38.21842307235,13.869707
302.86433078611,38.42797005542,13.886936
302.97799151574,38.43644285483,13.90642
303.0997134473,38.28552778478,13.913929
303.12256458971,38.37424116622,13.91713
303.12464385553,38.28008787543,13.931426
303.10367754756,38.31172558339,13.943578
303.07258038366,38.36795516784,13.949307
302.93979439541,38.4191899249,13.95046
303.11938796928,38.32565860994,13.975807
303.0043260108,38.3721499558,13.981649
303.05406972386,38.22695330227,13.996049
303.12347397037,38.4904522485,14.005076
303.19190837698,38.35740210976,14.045427
302.93450181242,38.47596003745,14.070921
303.05601048873,38.34373343916,14.077999
303.04544572133,38.43399935279,14.082783
303.03818694174,38.28479671321,14.099215
302.86755134409,38.42429203906,14.110622
303.01913604741,38.41239175482,14.114816
302.9389162722,38.37506478553,14.127102
303.11546396391,38.38446700144,14.127519
303.16045873243,38.29997694932,14.129249
303.11761727485,38.25546861829,14.139777
302.83528740004,38.30431229617,14.16937
303.18834012062,38.40561050512,14.1696
302.95478954989,38.36142532784,14.171586
302.88156255439,38.31436661588,14.180324
302.91143240383,38.42069623922,14.193002
303.16050007808,38.29684364383,14.194698
303.15398340044,38.32037819442,14.203551
303.09365920916,38.45763704184,14.206992
