ra,dec,g
90.59590503334451,9.647173252773566,4.673599
90.59060645583666,9.648460766903785,13.306632
90.57147193672256,9.665120396869838,14.543571
90.58745251385616,9.646695851009323,15.225107
90.56905161296595,9.647956180874221,15.430135
90.59199716244393,9.644157477021738,15.44042
90.59839907376255,9.644526417877106,16.121552
90.59629715300615,9.660135596168777,17.092287
90.56568702991281,9.651274341434668,17.197136
90.593345459917,9.641630198014699,17.353952
90.57265464119136,9.657873806187071,17.48226
90.57769437775909,9.658358010850302,17.51803
90.57757024153123,9.639151067283578,17.797546
90.5785647346795,9.64965386867801,18.041105
90.58332754862465,9.653799648922083,18.654491
90.57011687108277,9.657337223356418,18.72509
90.58368371445849,9.651880802188751,18.932764
90.57209001790935,9.666109113300006,18.977888
90.5769045903528,9.657400798935235,18.992195
90.58178019177062,9.64976565054035,19.182798
90.57009715412471,9.666688773251424,19.328047
90.5802219147686,9.666218396513125,19.361885
90.57273891349489,9.642418011803825,19.451683
90.58756910164087,9.66337815860456,19.53327
90.5809029654545,9.651993935309939,19.536285
90.57806726493064,9.662198986281739,19.634634
90.58157673866691,9.655431348493515,19.67264
90.58702857679712,9.635507007058157,19.724941
