ra,dec,g
282.78156974352,-6.3977653267,19.23889
282.79149352046,-6.3964545552,19.149504
282.7882946747,-6.39673868756,19.661451
282.78545732156,-6.39720656639,18.500378
282.78471422049,-6.39726183113,19.202831
282.78675944593,-6.39647106364,18.569818
282.78395245802,-6.39743370849,17.580439
282.785363498,-6.39607220094,19.756735
282.78788202134,-6.39599654315,19.529621
282.78994950036,-6.39433321211,17.486618
282.78957984732,-6.39382730192,15.431164
282.78739769244,-6.3930855173,18.750292
282.7482787374,-6.39612809764,14.975682
282.7441762341,-6.39494947208,19.321169
282.74515180474,-6.39542339509,18.855745
282.74267304834,-6.39367572192,17.688488
282.74238105415,-6.39497443778,19.524738
282.74331215307,-6.39380804734,18.882118
282.74188451994,-6.39399991549,19.313128
282.74323867576,-6.39313650472,19.479193
282.74369948263,-6.3932053845,18.847918
282.77206805062,-6.39773171227,17.364267
282.77129182119,-6.39818965438,19.077332
282.7711642456,-6.39698823223,19.842697
282.76043383759,-6.39707563005,19.858635
282.76570839218,-6.39740892889,17.57685
282.76578951898,-6.39793306594,17.616934
282.76925410773,-6.39817818613,19.581934
282.76999252168,-6.39778437531,19.711803
282.76948232568,-6.39781030586,19.843283
282.77071158004,-6.39713442752,18.91282
282.7703772997,-6.39589391853,18.525549
282.76682342054,-6.3968219636,19.772827
282.76738825711,-6.39711802555,16.84949
282.76895720658,-6.39594324226,18.32779
282.76885641689,-6.39634565726,19.817421
282.76899809787,-6.39532484093,17.531328
282.76836838604,-6.39528773203,16.796366
282.76316800461,-6.39747757322,18.741978
282.7650888634,-6.39589172784,18.16375
282.76480924345,-6.39570306937,18.880775
282.76489607837,-6.39613006443,17.750671
282.76195813762,-6.39661478701,16.8271
282.76282934459,-6.39696767834,19.810625
282.76560880465,-6.39585675291,19.340195
282.76552639982,-6.39534710115,15.305802
282.76742239163,-6.39456077283,19.587063
282.7659273555,-6.39361506343,17.741371
282.76523620035,-6.39275432359,19.260881
282.76680763901,-6.39329959204,17.865206
282.78045005021,-6.39711860009,19.906408
282.78101176044,-6.39788253668,18.843876
282.78190222216,-6.39661343599,19.536135
282.77788038943,-6.3964067601,17.13991
282.7793405193,-6.39501526348,18.64825
282.78041500776,-6.39541962929,19.912575
282.77472738187,-6.39819931589,19.50577
282.77397954846,-6.39810086312,18.632538
282.77687966532,-6.39643384811,19.070112
282.77283268805,-6.39611039371,19.204046
282.77345128002,-6.39651653705,18.310364
282.77208565898,-6.39668628516,19.975948
282.77238335702,-6.39627797012,18.157724
282.77308473551,-6.39577533025,18.266462
282.77282594555,-6.39689993279,19.04823
282.77530803671,-6.3955767215,19.971724
282.77817529418,-6.39354662206,18.801922
282.77532607188,-6.39432182049,18.847727
282.77753039436,-6.39334982759,18.86168
282.77690082586,-6.39343702525,15.506186
282.78212294632,-6.39532962002,19.844797
282.78399851041,-6.39431886903,18.178577
282.78124028495,-6.39462371786,19.355576
282.78169307091,-6.39366854117,17.764595
282.78212979433,-6.39297670756,18.992159
282.78669446482,-6.39304665314,19.338129
282.78641016638,-6.39223586652,16.035198
282.7867803467,-6.39221841302,18.312265
282.78320041174,-6.3919051086,19.862606
282.78376934892,-6.39225185752,19.222399
282.7863901862,-6.39045758148,19.83721
282.78471077612,-6.39120879726,19.734484
282.78585826923,-6.39058512113,17.615286
282.78491632991,-6.390116891,15.869588
