ra,dec,phot_g_mean_mag,bp_rp
250.40027376397478,36.432796848708506,17.005632,
250.39531382703905,36.43631802567847,18.45414,0.75069046
250.39536716532996,36.43746802530439,18.476585,0.6498318
250.39958184535354,36.44414059042731,17.69534,0.75892544
250.39752789600956,36.44285133399476,17.978487,0.71738625
250.3950483935756,36.43820113101386,18.316586,0.7924347
250.40892771772104,36.436255509028584,17.846254,
250.41047816358386,36.4355010416745,18.321466,
250.4052584850789,36.43825245360299,17.8656,0.6725273
250.40684127501137,36.4368353374255,18.441046,0.69965553
250.40604374334765,36.438953536019085,18.452854,
250.4003424794954,36.44474530791117,17.75844,0.73817253
250.40237804936436,36.438303732978994,17.977339,0.7651329
250.41092806585783,36.44136759631947,17.488377,
250.4206527672745,36.4449426256992,16.937391,0.7758703
250.41528585418848,36.44949171803266,15.221023,0.29774666
250.41217888556898,36.44980903738392,18.024546,
250.41405572294062,36.45517884697599,17.75838,
250.40286375821898,36.448339031665206,18.377361,0.7830715
250.41776017841877,36.44360775841497,17.048008,0.8850174
250.41923270847656,36.44994621080562,16.853924,0.9364071
250.41389821788553,36.44572749728388,18.376173,
250.4070069413721,36.44104714489366,18.32996,
250.41136645281358,36.435583508314025,18.395136,0.80727386
250.4142082384816,36.44049724789117,17.214003,0.8667898
250.41128966663797,36.449162954890035,13.675719,1.1509447
250.40650047946474,36.445836144520555,17.124325,0.8556595
250.40448603926154,36.44819024758554,16.964632,0.7873249
250.38816739789723,36.438789386975245,15.895166,0.9209671
250.3919560845031,36.439363997093075,18.29711,0.6445198
250.39116003301007,36.440256194883645,18.324802,0.71030617
250.39395671391404,36.4423810609726,18.28143,
250.38852241370384,36.44094793307061,18.49052,0.78069115
250.3920050710341,36.45471940822551,17.88154,
250.39054120540825,36.45425649816191,18.431135,
250.39639341385254,36.444052446945285,17.260641,1.0493717
250.39596221063746,36.44804792098648,17.822483,0.7547245
250.39291290145863,36.45049094965782,17.706697,0.8839531
250.39404240976847,36.44304213633168,18.319633,
250.39888981822062,36.45025891504021,16.7457,0.87260437
250.4091623789307,36.456664739473034,17.64332,
250.4053945229296,36.46301082874762,14.9348345,0.3587742
250.4058986558179,36.46206287085928,15.41039,0.5283499
250.40058868637982,36.44841002432778,17.514965,0.81505203
250.40542852481263,36.45588527550562,18.213314,
250.40632827005632,36.45568701560786,15.652816,0.45702744
250.39968150115277,36.45150980876093,15.218698,0.957736
250.40758082534168,36.45857984667368,17.942114,
250.4040517219693,36.45754861665016,18.11559,
250.40384994065815,36.45967132758177,15.757728,0.89286137
250.39700568597235,36.46029642044262,16.830496,0.8896408
250.39637491243414,36.460920722724914,18.207897,
250.39968054763386,36.459643301913495,18.006313,
250.40289318565087,36.464724768074085,17.723581,0.76124763
250.4026967997666,36.46538993619857,17.390543,0.6530638
250.40099164071137,36.468475070522715,18.472366,
250.40011032721637,36.46649722582201,17.91365,
250.394984806075,36.46385833231797,18.084747,0.86761856
250.4035673804617,36.45713141646623,18.148508,
250.4029714409151,36.46241535675901,16.910835,0.79079723
250.3976538973271,36.450743474403076,15.329981,0.18310642
250.40192069109784,36.45372202829373,17.40502,
250.4021269396206,36.46272624586549,18.207783,
250.3970604469454,36.465850810489705,16.547958,0.91235256
250.39507265032495,36.45625612479296,14.58818,1.0419111
250.42126247613848,36.461289120644444,17.35091,
250.42173216971744,36.449746960055265,15.149821,0.9506769
250.41380424339056,36.459707940536696,17.450882,
250.42995677157398,36.45878741387026,17.59948,
250.42157891855126,36.46011196951781,16.239016,
250.42529609403468,36.45511349374533,15.887466,
250.42002151622535,36.4512992838791,14.970875,0.95501995
250.42325550190245,36.46738561968182,16.647682,0.8366394
250.42116585424728,36.46800617455336,15.526482,0.30664825
250.41782364444305,36.457427804733356,17.90074,
250.42526007612634,36.46269356783263,16.319378,1.0806236
250.4243689817866,36.464660605340924,17.909689,
250.42656222051372,36.45964246415473,16.14939,0.774559
250.4280918348278,36.45896705276464,17.638283,
250.42455487745355,36.45776390956669,18.022713,
250.41720620281225,36.45539296496956,18.14559,0.9440994
250.41911878202887,36.45413526579634,17.064459,
250.42862890148558,36.46281532407339,16.089775,0.5925627
250.4267603052601,36.45918579118362,17.896336,
250.4263338859655,36.462532979458715,16.945074,
250.426846924078,36.46130017263622,16.985884,
250.42304388082036,36.46595901136259,17.261354,
250.41954182217845,36.45899457567522,15.322393,0.4296236
250.41555180166347,36.4624862548576,17.666393,
250.41558640443824,36.461748974276816,16.904106,0.85078335
250.42037547918136,36.462592291216104,17.410849,
250.42087487548255,36.45836314828546,17.23336,
250.4270692505842,36.46406583741056,14.541903,
250.43142771472355,36.458768990909306,17.236444,
250.42957919111544,36.46013200683295,12.419123,1.2806339
250.42624211913144,36.4509013420363,17.927505,
250.42718101354728,36.45707570667956,17.532732,0.7474632
250.4204873054,36.45494533622398,15.766095,0.9562912
250.41739271173182,36.4642710633379,16.850994,
250.4195295797055,36.46676510655675,16.982244,0.6557512
250.43192255173162,36.46342886959865,17.01119,0.7228966
250.43691876510832,36.464497667591864,17.891193,
250.4405641484558,36.470746661030184,17.97617,
250.43910227599557,36.47207731924032,16.410122,0.8859348
250.43784229938603,36.46762557564187,17.652983,
250.43618444865334,36.46554990297355,17.989552,
250.43397759664566,36.47027301714539,14.83252,0.9272728
250.4325095720441,36.47041062280044,16.819805,
250.43026584564922,36.46859947078482,17.694569,
250.42748714542407,36.4700949629198,17.74821,
250.42821533388098,36.47049832934665,17.490921,0.41663456
250.42677201109828,36.47312068268957,15.368458,1.0251579
250.43187480282506,36.46929759049449,17.140228,0.82366943
250.42933621253198,36.46847483360572,16.8027,0.7754173
250.4429265373355,36.46868513021413,18.48747,
250.43339954417775,36.4587255768015,16.905294,
250.43260664978357,36.463429851256514,17.83493,
250.4297610319607,36.46427008094356,17.971073,
250.4356127709509,36.461822512778525,18.307743,
250.43080635813794,36.46597842870517,15.534968,0.88886833
250.43931172824202,36.47334584146406,18.084013,
250.432279842629,36.47675602464946,17.354433,0.88191605
250.43393564068788,36.45942106617807,17.373407,
250.43765416852963,36.47469053488084,17.931568,
250.4353239853756,36.47480127271764,17.933264,
250.43561584137677,36.4669371118899,18.444736,
250.41085285207893,36.45945293555697,14.490991,0.993454
250.4124813110918,36.46103217446651,17.173973,0.69822407
250.41756303744157,36.46920064320584,16.25541,
250.414108875204,36.47651906392043,16.03005,0.20269966
250.40849415999386,36.470606314022554,16.112514,0.8474026
250.412377796069,36.474606208216514,18.330002,
250.41053323422815,36.47298596423382,18.049833,
250.4074464737831,36.47132057838803,17.891842,
250.40757316214388,36.47249865886362,18.223852,
250.4079914435023,36.47404369473487,18.174112,
250.40991545570267,36.47945895894047,18.075872,
250.4111545596737,36.47901371192441,18.46343,
250.4052800736395,36.474504635530444,17.684566,0.8414936
250.40712724824124,36.47629715647498,17.899096,0.7053013
250.41570155540703,36.473222664402556,17.966303,
250.41136539144568,36.4680892003645,17.747213,
250.41877146636972,36.46684755770294,17.682611,
250.41383577763997,36.46640064205265,14.653518,0.7637205
250.41403396930545,36.46612545337942,15.303404,
250.4158514437369,36.46625366965541,17.825277,
250.4154596382852,36.465674701378205,15.317532,0.9109516
250.41325695457542,36.46560924968859,17.540962,
250.41232542274275,36.46522594491716,17.717442,
250.41253179671665,36.46432195965099,14.859562,0.9145546
250.41366137146414,36.46792329651242,15.738499,0.29435062
250.41674499126339,36.46612552429371,18.02147,
250.42190659786706,36.47017384266203,17.311028,
250.40422272019038,36.46601685374394,18.440975,
