objeto,config,ley,r_as,media_flujo,fraccion_visible
M81,12a152_212,A,346.0,2.148e-10,0.163
M81,12a152_212,A,350.0,1.358e-10,0.164
M81,12a152_212,A,354.0,9.081e-11,0.164
M81,12a152_212,A,358.0,7.149e-11,0.173
M81,12a152_212,A,362.0,9.169e-11,0.163
M81,12a152_212,A,366.0,8.367e-10,0.157
M81,12a152_212,A,370.0,5.208e-10,0.160
M81,12a152_212,A,374.0,3.769e-11,0.155
M81,12a152_212,A,378.0,4.457e-11,0.142
M81,12a152_212,A,382.0,1.045e-10,0.127
M81,12a152_212,A,386.0,2.560e-11,0.112
M81,12a152_212,A,390.0,2.371e-11,0.102
M81,12a152_212,A,394.0,5.251e-11,0.075
M81,12a152_212,A,398.0,6.534e-10,0.064
M81,12a152_212,A,402.0,5.733e-11,0.049
M81,12a152_212,A,406.0,4.082e-11,0.036
M81,12a152_212,A,410.0,4.935e-10,0.028
M81,12a152_212,A,414.0,2.135e-10,0.025
M81,12a152_212,A,418.0,1.378e-11,0.026
M81,12a152_212,A,422.0,2.869e-11,0.022
M81,12a152_212,A,426.0,1.840e-12,0.022
M81,12a152_212,A,430.0,2.031e-12,0.019
M81,12a152_212,A,434.0,6.829e-12,0.028
M81,12a152_212,A,438.0,2.479e-11,0.030
M81,12a152_212,A,442.0,6.872e-10,0.033
M81,12a152_212,A,446.0,1.593e-10,0.030
M81,12a152_212,A,450.0,1.083e-11,0.029
M81,12a152_212,A,454.0,7.446e-12,0.029
M81,12a152_212,A,458.0,5.036e-11,0.028
M81,12a152_212,A,462.0,1.679e-11,0.023
M81,12a152_212,A,466.0,1.781e-11,0.013
M81,12a152_212,A,470.0,3.607e-12,0.026
M81,12a152_212,A,474.0,1.186e-11,0.042
M81,12a152_212,A,478.0,3.183e-11,0.051
M81,12a152_212,A,482.0,1.532e-10,0.059
M81,12a152_212,A,486.0,4.937e-10,0.064
M81,12a152_212,A,490.0,1.427e-9,0.071
M81,12a152_212,A,494.0,1.076e-9,0.061
M81,12a152_212,A,498.0,2.025e-9,0.056
M81,12a152_212,A,502.0,7.786e-11,0.057
M81,12a152_212,A,506.0,6.774e-11,0.055
M81,12a152_212,A,510.0,3.624e-11,0.060
M81,12a152_212,A,514.0,7.391e-11,0.051
M81,12a152_212,A,518.0,1.549e-10,0.040
M81,12a152_212,A,522.0,4.896e-10,0.047
M81,12a152_212,A,526.0,1.032e-9,0.044
M81,12a152_212,A,530.0,6.858e-11,0.043
M81,12a152_212,A,534.0,2.182e-11,0.047
M81,12a152_212,A,538.0,1.018e-10,0.042
M81,12a152_212,A,542.0,5.352e-11,0.038
M81,12a152_212,A,546.0,5.804e-12,0.032
M81,12a152_212,A,550.0,1.905e-11,0.049
M81,12a152_212,A,554.0,4.097e-11,0.047
M81,12a152_212,A,558.0,1.373e-10,0.053
M81,12a152_212,A,562.0,4.407e-10,0.054
M81,12a152_212,A,566.0,2.307e-10,0.053
M81,12a152_212,A,570.0,9.868e-12,0.050
M81,12a152_212,A,574.0,1.760e-11,0.047
M81,12a152_212,A,578.0,1.399e-10,0.039
M81,12a152_212,A,582.0,7.797e-11,0.040
M81,12a152_212,A,586.0,9.182e-12,0.035
M81,12a152_212,A,590.0,2.362e-11,0.031
M81,12a152_212,A,594.0,3.812e-11,0.037
M81,12a152_212,A,598.0,4.275e-11,0.040
M81,12a152_212,A,602.0,1.024e-10,0.049
M81,12a152_212,A,606.0,2.563e-10,0.036
M81,12a152_212,A,610.0,3.978e-10,0.040
M81,12a152_212,A,614.0,6.123e-10,0.037
M81,12a152_212,A,618.0,3.889e-10,0.037
M81,12a152_212,A,622.0,4.828e-10,0.028
M81,12a152_212,A,626.0,2.560e-10,0.025
M81,12a152_212,A,630.0,8.212e-11,0.015
M81,12a152_212,A,634.0,1.408e-11,0.010
M81,12a152_212,A,638.0,4.867e-12,0.014
M81,12a152_212,A,642.0,5.494e-12,0.019
M81,12a152_212,A,646.0,3.316e-12,0.023
M81,12a152_212,A,650.0,1.659e-10,0.025
M81,12a152_212,A,654.0,2.509e-10,0.028
M81,12a152_212,A,658.0,2.003e-10,0.029
M81,12a152_212,A,662.0,2.776e-10,0.022
M81,12a152_212,A,666.0,6.803e-11,0.019
M81,12a152_212,A,670.0,1.422e-11,0.012
M81,12a152_212,A,674.0,1.969e-11,0.016
M81,12a152_212,A,678.0,1.403e-11,0.015
M81,12a152_212,A,682.0,1.222e-10,0.011
M81,12a152_212,A,686.0,8.845e-12,0.010
M81,12a152_212,A,690.0,4.714e-13,0.009
M81,12a152_212,A,694.0,1.093e-13,0.007
M81,12a152_212,A,698.0,8.551e-13,0.008
M81,12a152_212,A,702.0,4.413e-11,0.009
M81,12a152_212,A,706.0,1.930e-11,0.009
M81,12a152_212,A,710.0,1.005e-11,0.008
M81,12a152_212,A,714.0,1.610e-13,0.006
M81,12a152_212,A,718.0,6.018e-12,0.004
M81,12a152_212,A,722.0,3.679e-13,0.004
M81,12a152_212,A,726.0,1.586e-15,0.004
M81,12a152_212,A,730.0,3.402e-13,0.005
M81,12a152_212,A,734.0,1.785e-11,0.007
M81,12a152_212,A,738.0,5.397e-12,0.007
M81,12a152_212,A,742.0,6.397e-14,0.006
M81,12a152_212,A,746.0,3.102e-14,0.006
M81,12a152_212,A,750.0,2.734e-12,0.007
M81,12a152_212,A,754.0,6.260e-11,0.009
M81,12a152_212,A,758.0,1.218e-11,0.010
M81,12a152_212,A,762.0,9.561e-12,0.013
M81,12a152_212,A,766.0,1.207e-10,0.009
M81,12a152_212,A,770.0,2.008e-11,0.008
M81,12a152_212,A,774.0,3.626e-13,0.005
M81,12a152_212,A,778.0,1.598e-12,0.004
M81,12a152_212,A,782.0,4.327e-13,0.004
M81,12a152_212,A,786.0,7.412e-15,0.001
M81,12a152_212,A,802.0,4.043e-14,0.000
M81,12a152_212,A,806.0,5.731e-13,0.001
M81,12a152_212,A,810.0,4.468e-15,0.000
M81,12a152_212,A,814.0,1.715e-13,0.001
M81,12a152_212,A,818.0,9.648e-20,0.000
M81,12a152_212,A,822.0,1.155e-14,0.003
M81,12a152_212,A,826.0,5.254e-13,0.004
M81,12a152_212,A,830.0,3.349e-11,0.003
M81,12a152_212,B,2.0,2.363e-7,1.000
M81,12a152_212,B,6.0,2.858e-7,1.000
M81,12a152_212,B,10.0,1.996e-7,1.000
M81,12a152_212,B,14.0,1.239e-7,1.000
M81,12a152_212,B,18.0,8.848e-8,1.000
M81,12a152_212,B,22.0,6.619e-8,1.000
M81,12a152_212,B,26.0,5.202e-8,1.000
M81,12a152_212,B,30.0,4.215e-8,1.000
M81,12a152_212,B,34.0,3.539e-8,1.000
M81,12a152_212,B,38.0,3.046e-8,1.000
M81,12a152_212,B,42.0,2.802e-8,1.000
M81,12a152_212,B,46.0,2.327e-8,1.000
M81,12a152_212,B,50.0,1.996e-8,1.000
M81,12a152_212,B,54.0,1.748e-8,1.000
M81,12a152_212,B,58.0,1.531e-8,1.000
M81,12a152_212,B,62.0,1.361e-8,1.000
M81,12a152_212,B,66.0,1.189e-8,1.000
M81,12a152_212,B,70.0,1.017e-8,1.000
M81,12a152_212,B,74.0,8.630e-9,1.000
M81,12a152_212,B,78.0,7.468e-9,1.000
M81,12a152_212,B,82.0,6.495e-9,1.000
M81,12a152_212,B,86.0,5.517e-9,1.000
M81,12a152_212,B,90.0,4.612e-9,1.000
M81,12a152_212,B,94.0,3.876e-9,1.000
M81,12a152_212,B,98.0,3.260e-9,1.000
M81,12a152_212,B,102.0,2.875e-9,1.000
M81,12a152_212,B,106.0,2.989e-9,1.000
M81,12a152_212,B,110.0,2.427e-9,1.000
M81,12a152_212,B,114.0,1.856e-9,1.000
M81,12a152_212,B,118.0,1.592e-9,0.977
M81,12a152_212,B,122.0,1.547e-9,0.960
M81,12a152_212,B,126.0,1.206e-9,0.946
M81,12a152_212,B,130.0,1.099e-9,0.915
M81,12a152_212,B,134.0,9.187e-10,0.885
M81,12a152_212,B,138.0,7.647e-10,0.871
M81,12a152_212,B,142.0,7.194e-10,0.777
M81,12a152_212,B,146.0,2.348e-9,0.711
M81,12a152_212,B,150.0,1.743e-9,0.655
M81,12a152_212,B,154.0,4.928e-10,0.623
M81,12a152_212,B,158.0,3.294e-10,0.579
M81,12a152_212,B,162.0,2.895e-10,0.509
M81,12a152_212,B,166.0,2.967e-10,0.465
M81,12a152_212,B,170.0,2.706e-10,0.418
M81,12a152_212,B,174.0,2.093e-10,0.382
M81,12a152_212,B,178.0,1.792e-10,0.357
M81,12a152_212,B,182.0,1.692e-10,0.336
M81,12a152_212,B,186.0,1.770e-10,0.347
M81,12a152_212,B,190.0,1.245e-10,0.322
M81,12a152_212,B,194.0,1.095e-10,0.306
M81,12a152_212,B,198.0,5.233e-10,0.291
M81,12a152_212,B,202.0,2.207e-10,0.270
M81,12a152_212,B,206.0,1.046e-10,0.261
M81,12a152_212,B,210.0,1.634e-10,0.217
M81,12a152_212,B,214.0,1.465e-9,0.197
M81,12a152_212,B,218.0,9.150e-10,0.211
M81,12a152_212,B,222.0,7.792e-11,0.183
M81,12a152_212,B,226.0,7.610e-11,0.165
M81,12a152_212,B,230.0,2.456e-11,0.149
M81,12a152_212,B,234.0,2.826e-11,0.096
M81,12a152_212,B,238.0,3.603e-11,0.101
M81,12a152_212,B,242.0,4.311e-11,0.116
M81,12a152_212,B,246.0,4.054e-11,0.148
M81,12a152_212,B,250.0,5.047e-11,0.179
M81,12a152_212,B,254.0,9.060e-11,0.177
M81,12a152_212,B,258.0,1.367e-10,0.166
M81,12a152_212,B,262.0,7.041e-11,0.170
M81,12a152_212,B,266.0,1.605e-10,0.163
M81,12a152_212,B,270.0,5.178e-11,0.143
M81,12a152_212,B,274.0,3.503e-11,0.141
M81,12a152_212,B,278.0,4.676e-11,0.136
M81,12a152_212,B,282.0,9.274e-11,0.120
M81,12a152_212,B,286.0,6.771e-11,0.115
M81,12a152_212,B,290.0,9.900e-11,0.132
M81,12a152_212,B,294.0,7.691e-10,0.158
M81,12a152_212,B,298.0,2.391e-9,0.127
M81,12a152_212,B,302.0,3.167e-10,0.108
M81,12a152_212,B,306.0,4.683e-11,0.102
M81,12a152_212,B,310.0,4.045e-11,0.083
M81,12a152_212,B,314.0,5.756e-11,0.063
M81,12a152_212,B,318.0,3.228e-11,0.056
M81,12a152_212,B,322.0,3.739e-11,0.057
M81,12a152_212,B,326.0,1.721e-11,0.047
M81,12a152_212,B,330.0,9.171e-12,0.046
M81,12a152_212,B,334.0,2.390e-11,0.052
M81,12a152_212,B,338.0,3.890e-11,0.078
M81,12a152_212,B,342.0,8.869e-11,0.104
M81,12a152_212,B,346.0,1.934e-10,0.099
M81,12a152_212,B,350.0,1.095e-10,0.109
M81,12a152_212,B,354.0,6.557e-11,0.111
M81,12a152_212,B,358.0,4.425e-11,0.113
M81,12a152_212,B,362.0,6.502e-11,0.112
M81,12a152_212,B,366.0,8.122e-10,0.113
M81,12a152_212,B,370.0,5.012e-10,0.100
M81,12a152_212,B,374.0,2.092e-11,0.095
M81,12a152_212,B,378.0,2.991e-11,0.075
M81,12a152_212,B,382.0,9.120e-11,0.060
M81,12a152_212,B,386.0,1.448e-11,0.055
M81,12a152_212,B,390.0,1.399e-11,0.042
M81,12a152_212,B,394.0,4.754e-11,0.030
M81,12a152_212,B,398.0,6.480e-10,0.036
M81,12a152_212,B,402.0,5.418e-11,0.034
M81,12a152_212,B,406.0,3.776e-11,0.027
M81,12a152_212,B,410.0,4.917e-10,0.020
M81,12a152_212,B,414.0,2.126e-10,0.015
M81,12a152_212,B,418.0,1.212e-11,0.017
M81,12a152_212,B,422.0,2.664e-11,0.013
M81,12a152_212,B,426.0,1.036e-12,0.007
M81,12a152_212,B,430.0,7.656e-13,0.012
M81,12a152_212,B,434.0,4.182e-12,0.022
M81,12a152_212,B,438.0,2.221e-11,0.026
M81,12a152_212,B,442.0,6.841e-10,0.028
M81,12a152_212,B,446.0,1.565e-10,0.026
M81,12a152_212,B,450.0,9.385e-12,0.022
M81,12a152_212,B,454.0,5.340e-12,0.019
M81,12a152_212,B,458.0,4.778e-11,0.013
M81,12a152_212,B,462.0,1.550e-11,0.007
M81,12a152_212,B,466.0,1.646e-11,0.005
M81,12a152_212,B,470.0,1.984e-12,0.012
M81,12a152_212,B,474.0,8.348e-12,0.029
M81,12a152_212,B,478.0,2.656e-11,0.042
M81,12a152_212,B,482.0,1.480e-10,0.052
M81,12a152_212,B,486.0,4.897e-10,0.058
M81,12a152_212,B,490.0,1.424e-9,0.063
M81,12a152_212,B,494.0,1.074e-9,0.058
M81,12a152_212,B,498.0,2.024e-9,0.052
M81,12a152_212,B,502.0,7.515e-11,0.051
M81,12a152_212,B,506.0,6.593e-11,0.051
M81,12a152_212,B,510.0,3.326e-11,0.055
M81,12a152_212,B,514.0,7.221e-11,0.044
M81,12a152_212,B,518.0,1.541e-10,0.037
M81,12a152_212,B,522.0,4.881e-10,0.042
M81,12a152_212,B,526.0,1.030e-9,0.041
M81,12a152_212,B,530.0,6.701e-11,0.037
M81,12a152_212,B,534.0,1.870e-11,0.041
M81,12a152_212,B,538.0,9.690e-11,0.034
M81,12a152_212,B,542.0,5.067e-11,0.032
M81,12a152_212,B,546.0,4.346e-12,0.024
M81,12a152_212,B,550.0,1.482e-11,0.037
M81,12a152_212,B,554.0,3.808e-11,0.036
M81,12a152_212,B,558.0,1.337e-10,0.038
M81,12a152_212,B,562.0,4.347e-10,0.041
M81,12a152_212,B,566.0,2.251e-10,0.043
M81,12a152_212,B,570.0,6.825e-12,0.040
M81,12a152_212,B,574.0,1.452e-11,0.038
M81,12a152_212,B,578.0,1.362e-10,0.027
M81,12a152_212,B,582.0,7.485e-11,0.024
M81,12a152_212,B,586.0,7.382e-12,0.017
M81,12a152_212,B,590.0,2.140e-11,0.018
M81,12a152_212,B,594.0,3.390e-11,0.024
M81,12a152_212,B,598.0,3.945e-11,0.030
M81,12a152_212,B,602.0,9.768e-11,0.042
M81,12a152_212,B,606.0,2.535e-10,0.034
M81,12a152_212,B,610.0,3.952e-10,0.037
M81,12a152_212,B,614.0,6.095e-10,0.033
M81,12a152_212,B,618.0,3.880e-10,0.034
M81,12a152_212,B,622.0,4.816e-10,0.026
M81,12a152_212,B,626.0,2.540e-10,0.024
M81,12a152_212,B,630.0,8.102e-11,0.014
M81,12a152_212,B,634.0,1.335e-11,0.010
M81,12a152_212,B,638.0,3.913e-12,0.010
M81,12a152_212,B,642.0,4.297e-12,0.016
M81,12a152_212,B,646.0,3.094e-12,0.021
M81,12a152_212,B,650.0,1.652e-10,0.023
M81,12a152_212,B,654.0,2.498e-10,0.025
M81,12a152_212,B,658.0,1.990e-10,0.027
M81,12a152_212,B,662.0,2.769e-10,0.021
M81,12a152_212,B,666.0,6.747e-11,0.017
M81,12a152_212,B,670.0,1.314e-11,0.012
M81,12a152_212,B,674.0,1.813e-11,0.015
M81,12a152_212,B,678.0,1.260e-11,0.013
M81,12a152_212,B,682.0,1.215e-10,0.009
M81,12a152_212,B,686.0,8.198e-12,0.009
M81,12a152_212,B,690.0,2.525e-13,0.008
M81,12a152_212,B,694.0,3.318e-14,0.007
M81,12a152_212,B,698.0,4.487e-13,0.007
M81,12a152_212,B,702.0,4.278e-11,0.008
M81,12a152_212,B,706.0,1.828e-11,0.008
M81,12a152_212,B,710.0,9.638e-12,0.007
M81,12a152_212,B,714.0,3.958e-14,0.004
M81,12a152_212,B,718.0,4.878e-12,0.003
M81,12a152_212,B,722.0,2.200e-13,0.000
M81,12a152_212,B,730.0,2.073e-13,0.000
M81,12a152_212,B,734.0,1.760e-11,0.001
M81,12a152_212,B,738.0,4.612e-12,0.002
M81,12a152_212,B,742.0,7.692e-15,0.002
M81,12a152_212,B,746.0,1.447e-14,0.004
M81,12a152_212,B,750.0,2.551e-12,0.007
M81,12a152_212,B,754.0,6.231e-11,0.009
M81,12a152_212,B,758.0,1.146e-11,0.010
M81,12a152_212,B,762.0,8.773e-12,0.012
M81,12a152_212,B,766.0,1.200e-10,0.008
M81,12a152_212,B,770.0,1.942e-11,0.008
M81,12a152_212,B,774.0,2.749e-13,0.005
M81,12a152_212,B,778.0,1.275e-12,0.004
M81,12a152_212,B,782.0,2.556e-13,0.004
M81,12a152_212,B,786.0,3.659e-15,0.001
M81,12a152_212,B,802.0,2.424e-15,0.000
M81,12a152_212,B,806.0,3.636e-13,0.001
M81,12a152_212,B,814.0,9.419e-14,0.001
M81,12a152_212,B,818.0,6.639e-20,0.000
M81,12a152_212,B,822.0,7.980e-15,0.003
M81,12a152_212,B,826.0,3.542e-13,0.004
M81,12a152_212,B,830.0,3.313e-11,0.003
M81,18a158_220,A,2.0,2.370e-7,1.000
M81,18a158_220,A,6.0,2.750e-7,1.000
M81,18a158_220,A,10.0,1.961e-7,1.000
M81,18a158_220,A,14.0,1.246e-7,1.000
M81,18a158_220,A,18.0,8.866e-8,1.000
M81,18a158_220,A,22.0,6.520e-8,1.000
M81,18a158_220,A,26.0,5.129e-8,1.000
M81,18a158_220,A,30.0,4.227e-8,1.000
M81,18a158_220,A,34.0,3.583e-8,1.000
M81,18a158_220,A,38.0,3.051e-8,1.000
M81,18a158_220,A,42.0,2.820e-8,1.000
M81,18a158_220,A,46.0,2.316e-8,1.000
M81,18a158_220,A,50.0,2.002e-8,1.000
M81,18a158_220,A,54.0,1.749e-8,1.000
M81,18a158_220,A,58.0,1.526e-8,1.000
M81,18a158_220,A,62.0,1.359e-8,1.000
M81,18a158_220,A,66.0,1.189e-8,1.000
M81,18a158_220,A,70.0,1.029e-8,1.000
M81,18a158_220,A,74.0,8.872e-9,1.000
M81,18a158_220,A,78.0,7.840e-9,1.000
M81,18a158_220,A,82.0,6.956e-9,1.000
M81,18a158_220,A,86.0,6.029e-9,1.000
M81,18a158_220,A,90.0,5.359e-9,1.000
M81,18a158_220,A,94.0,4.753e-9,1.000
M81,18a158_220,A,98.0,4.265e-9,1.000
M81,18a158_220,A,102.0,3.836e-9,1.000
M81,18a158_220,A,106.0,4.115e-9,1.000
M81,18a158_220,A,110.0,3.286e-9,1.000
M81,18a158_220,A,114.0,2.877e-9,1.000
M81,18a158_220,A,118.0,2.557e-9,0.997
M81,18a158_220,A,122.0,2.502e-9,0.990
M81,18a158_220,A,126.0,2.091e-9,0.992
M81,18a158_220,A,130.0,1.959e-9,0.997
M81,18a158_220,A,134.0,1.761e-9,0.992
M81,18a158_220,A,138.0,1.494e-9,0.975
M81,18a158_220,A,142.0,1.401e-9,0.957
M81,18a158_220,A,146.0,2.752e-9,0.931
M81,18a158_220,A,150.0,2.534e-9,0.879
M81,18a158_220,A,154.0,9.737e-10,0.823
M81,18a158_220,A,158.0,7.563e-10,0.787
M81,18a158_220,A,162.0,6.984e-10,0.724
M81,18a158_220,A,166.0,6.962e-10,0.660
M81,18a158_220,A,170.0,6.233e-10,0.616
M81,18a158_220,A,174.0,5.531e-10,0.611
M81,18a158_220,A,178.0,4.763e-10,0.587
M81,18a158_220,A,182.0,4.557e-10,0.570
M81,18a158_220,A,186.0,4.299e-10,0.545
M81,18a158_220,A,190.0,3.686e-10,0.579
M81,18a158_220,A,194.0,3.349e-10,0.587
M81,18a158_220,A,198.0,6.459e-10,0.596
M81,18a158_220,A,202.0,4.143e-10,0.576
M81,18a158_220,A,206.0,2.633e-10,0.565
M81,18a158_220,A,210.0,4.083e-10,0.532
M81,18a158_220,A,214.0,1.811e-9,0.469
M81,18a158_220,A,218.0,7.556e-10,0.468
M81,18a158_220,A,222.0,2.395e-10,0.447
M81,18a158_220,A,226.0,1.575e-10,0.465
M81,18a158_220,A,230.0,1.073e-10,0.507
M81,18a158_220,A,234.0,1.170e-10,0.520
M81,18a158_220,A,238.0,1.305e-10,0.539
M81,18a158_220,A,242.0,1.437e-10,0.544
M81,18a158_220,A,246.0,1.599e-10,0.530
M81,18a158_220,A,250.0,1.837e-10,0.532
M81,18a158_220,A,254.0,1.864e-10,0.519
M81,18a158_220,A,258.0,3.004e-10,0.515
M81,18a158_220,A,262.0,1.966e-10,0.530
M81,18a158_220,A,266.0,2.819e-10,0.547
M81,18a158_220,A,270.0,1.543e-10,0.549
M81,18a158_220,A,274.0,1.373e-10,0.528
M81,18a158_220,A,278.0,1.396e-10,0.483
M81,18a158_220,A,282.0,1.863e-10,0.450
M81,18a158_220,A,286.0,1.287e-10,0.448
M81,18a158_220,A,290.0,1.715e-10,0.448
M81,18a158_220,A,294.0,1.210e-9,0.403
M81,18a158_220,A,298.0,2.619e-9,0.396
M81,18a158_220,A,302.0,2.130e-10,0.382
M81,18a158_220,A,306.0,1.103e-10,0.368
M81,18a158_220,A,310.0,1.075e-10,0.346
M81,18a158_220,A,314.0,1.058e-10,0.319
M81,18a158_220,A,318.0,8.162e-11,0.296
M81,18a158_220,A,322.0,8.073e-11,0.246
M81,18a158_220,A,326.0,5.022e-11,0.221
M81,18a158_220,A,330.0,4.441e-11,0.214
M81,18a158_220,A,334.0,6.709e-11,0.240
M81,18a158_220,A,338.0,9.208e-11,0.272
M81,18a158_220,A,342.0,1.509e-10,0.291
M81,18a158_220,A,346.0,2.032e-10,0.275
M81,18a158_220,A,350.0,2.215e-10,0.258
M81,18a158_220,A,354.0,1.439e-10,0.255
M81,18a158_220,A,358.0,1.081e-10,0.249
M81,18a158_220,A,362.0,1.322e-10,0.236
M81,18a158_220,A,366.0,9.194e-10,0.228
M81,18a158_220,A,370.0,4.564e-10,0.216
M81,18a158_220,A,374.0,6.546e-11,0.208
M81,18a158_220,A,378.0,6.658e-11,0.197
M81,18a158_220,A,382.0,1.351e-10,0.179
M81,18a158_220,A,386.0,5.322e-11,0.181
M81,18a158_220,A,390.0,4.335e-11,0.181
M81,18a158_220,A,394.0,5.238e-11,0.174
M81,18a158_220,A,398.0,6.125e-10,0.161
M81,18a158_220,A,402.0,1.003e-10,0.145
M81,18a158_220,A,406.0,4.930e-11,0.099
M81,18a158_220,A,410.0,5.219e-10,0.078
M81,18a158_220,A,414.0,1.967e-10,0.066
M81,18a158_220,A,418.0,1.680e-11,0.058
M81,18a158_220,A,422.0,3.991e-11,0.059
M81,18a158_220,A,426.0,5.332e-12,0.045
M81,18a158_220,A,430.0,5.943e-12,0.044
M81,18a158_220,A,434.0,1.297e-11,0.053
M81,18a158_220,A,438.0,3.187e-11,0.058
M81,18a158_220,A,442.0,6.205e-10,0.054
M81,18a158_220,A,446.0,2.155e-10,0.049
M81,18a158_220,A,450.0,1.270e-11,0.046
M81,18a158_220,A,454.0,1.059e-11,0.049
M81,18a158_220,A,458.0,5.090e-11,0.045
M81,18a158_220,A,462.0,1.400e-11,0.044
M81,18a158_220,A,466.0,3.402e-11,0.049
M81,18a158_220,A,470.0,7.636e-12,0.051
M81,18a158_220,A,474.0,2.026e-11,0.064
M81,18a158_220,A,478.0,3.239e-11,0.072
M81,18a158_220,A,482.0,2.477e-10,0.086
M81,18a158_220,A,486.0,5.133e-10,0.091
M81,18a158_220,A,490.0,1.140e-9,0.102
M81,18a158_220,A,494.0,1.301e-9,0.098
M81,18a158_220,A,498.0,1.868e-9,0.086
M81,18a158_220,A,502.0,8.767e-11,0.076
M81,18a158_220,A,506.0,6.064e-11,0.068
M81,18a158_220,A,510.0,3.542e-11,0.074
M81,18a158_220,A,514.0,1.017e-10,0.062
M81,18a158_220,A,518.0,2.120e-10,0.059
M81,18a158_220,A,522.0,4.801e-10,0.061
M81,18a158_220,A,526.0,9.134e-10,0.060
M81,18a158_220,A,530.0,1.011e-10,0.070
M81,18a158_220,A,534.0,2.627e-11,0.078
M81,18a158_220,A,538.0,9.966e-11,0.071
M81,18a158_220,A,542.0,5.938e-11,0.056
M81,18a158_220,A,546.0,7.984e-12,0.051
M81,18a158_220,A,550.0,4.188e-11,0.076
M81,18a158_220,A,554.0,4.088e-11,0.080
M81,18a158_220,A,558.0,1.459e-10,0.084
M81,18a158_220,A,562.0,3.508e-10,0.076
M81,18a158_220,A,566.0,3.289e-10,0.075
M81,18a158_220,A,570.0,1.127e-11,0.079
M81,18a158_220,A,574.0,3.520e-11,0.079
M81,18a158_220,A,578.0,1.054e-10,0.070
M81,18a158_220,A,582.0,1.094e-10,0.075
M81,18a158_220,A,586.0,9.039e-12,0.061
M81,18a158_220,A,590.0,2.545e-11,0.064
M81,18a158_220,A,594.0,4.143e-11,0.065
M81,18a158_220,A,598.0,4.261e-11,0.059
M81,18a158_220,A,602.0,9.606e-11,0.063
M81,18a158_220,A,606.0,2.690e-10,0.049
M81,18a158_220,A,610.0,3.764e-10,0.048
M81,18a158_220,A,614.0,7.172e-10,0.043
M81,18a158_220,A,618.0,5.187e-10,0.041
M81,18a158_220,A,622.0,3.724e-10,0.032
M81,18a158_220,A,626.0,2.711e-10,0.031
M81,18a158_220,A,630.0,5.759e-11,0.022
M81,18a158_220,A,634.0,1.225e-11,0.016
M81,18a158_220,A,638.0,6.703e-12,0.021
M81,18a158_220,A,642.0,6.298e-12,0.025
M81,18a158_220,A,646.0,3.795e-12,0.028
M81,18a158_220,A,650.0,1.613e-10,0.032
M81,18a158_220,A,654.0,2.539e-10,0.036
M81,18a158_220,A,658.0,2.120e-10,0.040
M81,18a158_220,A,662.0,3.196e-10,0.038
M81,18a158_220,A,666.0,8.166e-11,0.036
M81,18a158_220,A,670.0,1.387e-11,0.031
M81,18a158_220,A,674.0,2.916e-11,0.032
M81,18a158_220,A,678.0,1.298e-11,0.028
M81,18a158_220,A,682.0,1.205e-10,0.023
M81,18a158_220,A,686.0,1.163e-11,0.019
M81,18a158_220,A,690.0,9.242e-13,0.015
M81,18a158_220,A,694.0,3.748e-13,0.010
M81,18a158_220,A,698.0,1.518e-12,0.013
M81,18a158_220,A,702.0,4.894e-11,0.016
M81,18a158_220,A,706.0,1.515e-11,0.017
M81,18a158_220,A,710.0,9.076e-12,0.015
M81,18a158_220,A,714.0,5.406e-13,0.013
M81,18a158_220,A,718.0,7.532e-12,0.013
M81,18a158_220,A,722.0,2.515e-13,0.007
M81,18a158_220,A,726.0,1.014e-13,0.007
M81,18a158_220,A,730.0,1.336e-12,0.007
M81,18a158_220,A,734.0,1.322e-11,0.010
M81,18a158_220,A,738.0,6.307e-12,0.012
M81,18a158_220,A,742.0,3.487e-13,0.010
M81,18a158_220,A,746.0,6.706e-14,0.009
M81,18a158_220,A,750.0,1.715e-12,0.008
M81,18a158_220,A,754.0,7.593e-11,0.010
M81,18a158_220,A,758.0,3.973e-12,0.011
M81,18a158_220,A,762.0,5.816e-12,0.014
M81,18a158_220,A,766.0,1.234e-10,0.010
M81,18a158_220,A,770.0,9.671e-12,0.008
M81,18a158_220,A,774.0,3.711e-13,0.007
M81,18a158_220,A,778.0,1.859e-12,0.005
M81,18a158_220,A,782.0,6.170e-13,0.003
M81,18a158_220,A,786.0,4.282e-14,0.001
M81,18a158_220,A,790.0,1.649e-16,0.000
M81,18a158_220,B,2.0,2.370e-7,1.000
M81,18a158_220,B,6.0,2.750e-7,1.000
M81,18a158_220,B,10.0,1.961e-7,1.000
M81,18a158_220,B,14.0,1.246e-7,1.000
M81,18a158_220,B,18.0,8.866e-8,1.000
M81,18a158_220,B,22.0,6.520e-8,1.000
M81,18a158_220,B,26.0,5.129e-8,1.000
M81,18a158_220,B,30.0,4.227e-8,1.000
M81,18a158_220,B,34.0,3.583e-8,1.000
M81,18a158_220,B,38.0,3.051e-8,1.000
M81,18a158_220,B,42.0,2.820e-8,1.000
M81,18a158_220,B,46.0,2.316e-8,1.000
M81,18a158_220,B,50.0,2.002e-8,1.000
M81,18a158_220,B,54.0,1.749e-8,1.000
M81,18a158_220,B,58.0,1.526e-8,1.000
M81,18a158_220,B,62.0,1.359e-8,1.000
M81,18a158_220,B,66.0,1.189e-8,1.000
