objeto,config,ley,r_as,media_flujo,fraccion_visible
M51,12a152_212,A,582.0,1.994e-16,0.004
M51,12a152_212,A,586.0,4.143e-13,0.003
M51,12a152_212,A,590.0,1.004e-13,0.001
M51,12a152_212,A,594.0,1.574e-13,0.000
M51,12a152_212,A,622.0,3.484e-13,0.004
M51,12a152_212,A,626.0,1.274e-13,0.007
M51,12a152_212,A,630.0,3.695e-13,0.012
M51,12a152_212,A,634.0,8.335e-12,0.017
M51,12a152_212,A,638.0,8.585e-11,0.022
M51,12a152_212,A,642.0,8.455e-11,0.022
M51,12a152_212,A,646.0,1.369e-11,0.021
M51,12a152_212,A,650.0,2.030e-11,0.021
M51,12a152_212,A,654.0,1.016e-12,0.012
M51,12a152_212,A,658.0,2.744e-11,0.016
M51,12a152_212,A,662.0,5.068e-10,0.014
M51,12a152_212,A,666.0,1.435e-10,0.015
M51,12a152_212,A,670.0,1.491e-12,0.008
M51,12a152_212,A,674.0,1.873e-12,0.008
M51,12a152_212,A,678.0,2.389e-13,0.007
M51,12a152_212,A,682.0,1.499e-14,0.007
M51,12a152_212,A,686.0,6.436e-12,0.007
M51,12a152_212,A,690.0,8.389e-11,0.008
M51,12a152_212,A,694.0,8.520e-12,0.006
M51,12a152_212,A,698.0,2.404e-12,0.005
M51,12a152_212,A,702.0,4.557e-12,0.005
M51,12a152_212,A,706.0,2.539e-15,0.003
M51,12a152_212,A,710.0,7.251e-14,0.005
M51,12a152_212,A,714.0,1.092e-13,0.006
M51,12a152_212,A,718.0,2.221e-11,0.008
M51,12a152_212,A,722.0,2.965e-13,0.006
M51,12a152_212,A,726.0,6.525e-15,0.004
M51,12a152_212,A,730.0,2.780e-15,0.003
M51,12a152_212,A,734.0,1.679e-15,0.001
M51,12a152_212,B,2.0,6.292e-8,1.000
M51,12a152_212,B,6.0,6.531e-8,1.000
M51,12a152_212,B,10.0,7.353e-8,1.000
M51,12a152_212,B,14.0,4.587e-8,1.000
M51,12a152_212,B,18.0,3.620e-8,1.000
M51,12a152_212,B,22.0,2.638e-8,1.000
M51,12a152_212,B,26.0,1.765e-8,0.985
M51,12a152_212,B,30.0,1.151e-8,0.993
M51,12a152_212,B,34.0,7.585e-9,1.000
M51,12a152_212,B,38.0,4.411e-9,0.948
M51,12a152_212,B,42.0,2.577e-9,0.962
M51,12a152_212,B,46.0,2.336e-9,0.986
M51,12a152_212,B,50.0,1.891e-9,0.995
M51,12a152_212,B,54.0,1.398e-9,0.962
M51,12a152_212,B,58.0,1.253e-9,0.957
M51,12a152_212,B,62.0,1.101e-9,0.868
M51,12a152_212,B,66.0,1.510e-9,0.840
M51,12a152_212,B,70.0,2.636e-9,0.709
M51,12a152_212,B,74.0,3.326e-9,0.692
M51,12a152_212,B,78.0,2.969e-9,0.669
M51,12a152_212,B,82.0,2.336e-9,0.648
M51,12a152_212,B,86.0,1.695e-9,0.636
M51,12a152_212,B,90.0,1.449e-9,0.673
M51,12a152_212,B,94.0,1.482e-9,0.759
M51,12a152_212,B,98.0,4.483e-9,0.780
M51,12a152_212,B,102.0,1.407e-9,0.748
M51,12a152_212,B,106.0,1.859e-9,0.707
M51,12a152_212,B,110.0,1.734e-9,0.730
M51,12a152_212,B,114.0,1.781e-9,0.726
M51,12a152_212,B,118.0,1.871e-9,0.759
M51,12a152_212,B,122.0,2.184e-9,0.771
M51,12a152_212,B,126.0,1.985e-9,0.810
M51,12a152_212,B,130.0,1.972e-9,0.845
M51,12a152_212,B,134.0,1.518e-9,0.890
M51,12a152_212,B,138.0,1.395e-9,0.900
M51,12a152_212,B,142.0,1.553e-9,0.924
M51,12a152_212,B,146.0,1.315e-9,0.863
M51,12a152_212,B,150.0,1.223e-9,0.813
M51,12a152_212,B,154.0,8.228e-10,0.763
M51,12a152_212,B,158.0,5.844e-10,0.684
M51,12a152_212,B,162.0,5.175e-10,0.607
M51,12a152_212,B,166.0,4.281e-10,0.517
M51,12a152_212,B,170.0,2.979e-10,0.481
M51,12a152_212,B,174.0,2.223e-10,0.458
M51,12a152_212,B,178.0,1.690e-10,0.406
M51,12a152_212,B,182.0,3.288e-10,0.343
M51,12a152_212,B,186.0,4.949e-10,0.258
M51,12a152_212,B,190.0,9.872e-11,0.206
M51,12a152_212,B,194.0,2.495e-11,0.150
M51,12a152_212,B,198.0,1.557e-11,0.121
M51,12a152_212,B,202.0,2.276e-11,0.111
M51,12a152_212,B,206.0,3.199e-11,0.110
M51,12a152_212,B,210.0,6.674e-11,0.109
M51,12a152_212,B,214.0,1.528e-10,0.109
M51,12a152_212,B,218.0,2.052e-10,0.121
M51,12a152_212,B,222.0,3.008e-10,0.135
M51,12a152_212,B,226.0,3.711e-10,0.150
M51,12a152_212,B,230.0,6.097e-10,0.163
M51,12a152_212,B,234.0,1.706e-9,0.175
M51,12a152_212,B,238.0,5.046e-10,0.200
M51,12a152_212,B,242.0,6.814e-10,0.208
M51,12a152_212,B,246.0,7.107e-10,0.197
M51,12a152_212,B,250.0,8.691e-10,0.173
M51,12a152_212,B,254.0,1.662e-9,0.176
M51,12a152_212,B,258.0,2.026e-9,0.161
M51,12a152_212,B,262.0,8.474e-10,0.140
M51,12a152_212,B,266.0,7.381e-10,0.120
M51,12a152_212,B,270.0,7.145e-10,0.120
M51,12a152_212,B,274.0,6.264e-10,0.111
M51,12a152_212,B,278.0,5.551e-10,0.109
M51,12a152_212,B,282.0,4.964e-10,0.095
M51,12a152_212,B,286.0,5.090e-10,0.103
M51,12a152_212,B,290.0,4.497e-10,0.099
M51,12a152_212,B,294.0,4.614e-10,0.095
M51,12a152_212,B,298.0,4.842e-10,0.086
M51,12a152_212,B,302.0,3.009e-10,0.082
M51,12a152_212,B,306.0,2.124e-10,0.066
M51,12a152_212,B,310.0,1.583e-10,0.061
M51,12a152_212,B,314.0,9.955e-11,0.053
M51,12a152_212,B,318.0,5.983e-11,0.054
M51,12a152_212,B,322.0,2.810e-11,0.046
M51,12a152_212,B,326.0,1.528e-11,0.047
M51,12a152_212,B,330.0,6.730e-11,0.050
M51,12a152_212,B,334.0,1.653e-10,0.051
M51,12a152_212,B,338.0,3.703e-12,0.043
M51,12a152_212,B,342.0,4.837e-13,0.026
M51,12a152_212,B,346.0,4.930e-12,0.013
M51,12a152_212,B,350.0,1.826e-12,0.003
M51,12a152_212,B,354.0,3.498e-12,0.002
M51,12a152_212,B,358.0,9.850e-13,0.001
M51,12a152_212,B,362.0,5.077e-12,0.002
M51,12a152_212,B,366.0,8.826e-14,0.001
M51,12a152_212,B,370.0,1.614e-13,0.001
M51,12a152_212,B,386.0,3.618e-13,0.002
M51,12a152_212,B,390.0,1.935e-12,0.002
M51,12a152_212,B,398.0,1.216e-12,0.003
M51,12a152_212,B,402.0,5.309e-13,0.005
M51,12a152_212,B,406.0,2.251e-14,0.009
M51,12a152_212,B,410.0,2.864e-13,0.012
M51,12a152_212,B,414.0,1.896e-11,0.015
M51,12a152_212,B,418.0,2.262e-10,0.017
M51,12a152_212,B,422.0,1.731e-11,0.020
M51,12a152_212,B,426.0,2.315e-12,0.022
M51,12a152_212,B,430.0,8.742e-12,0.021
M51,12a152_212,B,434.0,1.639e-10,0.018
M51,12a152_212,B,438.0,6.118e-10,0.013
M51,12a152_212,B,442.0,8.336e-12,0.011
M51,12a152_212,B,446.0,1.093e-12,0.012
M51,12a152_212,B,450.0,5.843e-12,0.009
M51,12a152_212,B,454.0,8.817e-13,0.004
M51,12a152_212,B,466.0,9.037e-13,0.002
M51,12a152_212,B,474.0,1.083e-13,0.000
M51,12a152_212,B,482.0,3.941e-13,0.009
M51,12a152_212,B,486.0,5.564e-12,0.013
M51,12a152_212,B,490.0,1.599e-11,0.009
M51,12a152_212,B,494.0,9.564e-11,0.010
M51,12a152_212,B,498.0,6.719e-13,0.010
M51,12a152_212,B,502.0,1.897e-13,0.009
M51,12a152_212,B,506.0,1.690e-12,0.011
M51,12a152_212,B,510.0,1.575e-11,0.017
M51,12a152_212,B,514.0,8.559e-13,0.016
M51,12a152_212,B,518.0,7.585e-11,0.017
M51,12a152_212,B,522.0,3.953e-10,0.017
M51,12a152_212,B,526.0,5.836e-12,0.015
M51,12a152_212,B,530.0,2.856e-13,0.016
M51,12a152_212,B,534.0,1.862e-13,0.011
M51,12a152_212,B,538.0,8.228e-14,0.002
M51,12a152_212,B,542.0,2.156e-11,0.002
M51,12a152_212,B,546.0,2.047e-12,0.001
M51,12a152_212,B,554.0,1.268e-13,0.000
M51,12a152_212,B,558.0,1.150e-12,0.002
M51,12a152_212,B,562.0,6.924e-13,0.002
M51,12a152_212,B,570.0,1.989e-12,0.000
M51,12a152_212,B,574.0,1.718e-11,0.001
M51,12a152_212,B,578.0,1.504e-13,0.001
M51,12a152_212,B,586.0,1.792e-13,0.001
M51,12a152_212,B,594.0,6.827e-14,0.000
M51,12a152_212,B,622.0,1.583e-13,0.002
M51,12a152_212,B,626.0,1.845e-14,0.005
M51,12a152_212,B,630.0,2.295e-13,0.010
M51,12a152_212,B,634.0,7.358e-12,0.013
M51,12a152_212,B,638.0,8.448e-11,0.019
M51,12a152_212,B,642.0,8.315e-11,0.021
M51,12a152_212,B,646.0,1.214e-11,0.019
M51,12a152_212,B,650.0,1.923e-11,0.020
M51,12a152_212,B,654.0,9.600e-13,0.011
M51,12a152_212,B,658.0,2.744e-11,0.015
M51,12a152_212,B,662.0,5.067e-10,0.013
M51,12a152_212,B,666.0,1.435e-10,0.015
M51,12a152_212,B,670.0,1.461e-12,0.008
M51,12a152_212,B,674.0,1.384e-12,0.007
M51,12a152_212,B,678.0,1.299e-13,0.006
M51,12a152_212,B,682.0,1.028e-14,0.006
M51,12a152_212,B,686.0,5.947e-12,0.006
M51,12a152_212,B,690.0,8.354e-11,0.008
M51,12a152_212,B,694.0,7.972e-12,0.006
M51,12a152_212,B,698.0,2.039e-12,0.005
M51,12a152_212,B,702.0,4.336e-12,0.004
M51,12a152_212,B,706.0,1.755e-17,0.001
M51,12a152_212,B,710.0,1.227e-14,0.000
M51,12a152_212,B,718.0,2.193e-11,0.002
M51,12a152_212,B,722.0,1.467e-13,0.000
M51,18a158_220,A,2.0,6.328e-8,1.000
M51,18a158_220,A,6.0,6.719e-8,1.000
M51,18a158_220,A,10.0,7.629e-8,1.000
M51,18a158_220,A,14.0,4.658e-8,1.000
M51,18a158_220,A,18.0,3.610e-8,1.000
M51,18a158_220,A,22.0,2.584e-8,1.000
M51,18a158_220,A,26.0,1.704e-8,1.000
M51,18a158_220,A,30.0,1.195e-8,0.980
M51,18a158_220,A,34.0,7.910e-9,1.000
M51,18a158_220,A,38.0,4.968e-9,0.945
M51,18a158_220,A,42.0,3.060e-9,0.959
M51,18a158_220,A,46.0,3.192e-9,0.983
M51,18a158_220,A,50.0,2.959e-9,0.992
M51,18a158_220,A,54.0,2.297e-9,0.954
M51,18a158_220,A,58.0,2.033e-9,0.945
M51,18a158_220,A,62.0,1.730e-9,0.901
M51,18a158_220,A,66.0,2.045e-9,0.884
M51,18a158_220,A,70.0,2.962e-9,0.828
M51,18a158_220,A,74.0,3.631e-9,0.770
M51,18a158_220,A,78.0,3.344e-9,0.780
M51,18a158_220,A,82.0,2.638e-9,0.748
M51,18a158_220,A,86.0,2.189e-9,0.727
M51,18a158_220,A,90.0,1.922e-9,0.787
M51,18a158_220,A,94.0,1.984e-9,0.800
M51,18a158_220,A,98.0,5.050e-9,0.821
M51,18a158_220,A,102.0,1.889e-9,0.833
M51,18a158_220,A,106.0,2.217e-9,0.830
M51,18a158_220,A,110.0,2.339e-9,0.822
M51,18a158_220,A,114.0,2.271e-9,0.826
M51,18a158_220,A,118.0,2.432e-9,0.855
M51,18a158_220,A,122.0,2.879e-9,0.878
M51,18a158_220,A,126.0,2.676e-9,0.894
M51,18a158_220,A,130.0,2.664e-9,0.913
M51,18a158_220,A,134.0,2.187e-9,0.926
M51,18a158_220,A,138.0,2.051e-9,0.959
M51,18a158_220,A,142.0,2.165e-9,0.983
M51,18a158_220,A,146.0,2.043e-9,0.962
M51,18a158_220,A,150.0,1.904e-9,0.909
M51,18a158_220,A,154.0,1.460e-9,0.836
M51,18a158_220,A,158.0,1.107e-9,0.772
M51,18a158_220,A,162.0,1.020e-9,0.711
M51,18a158_220,A,166.0,9.048e-10,0.655
M51,18a158_220,A,170.0,7.259e-10,0.624
M51,18a158_220,A,174.0,5.803e-10,0.603
M51,18a158_220,A,178.0,4.717e-10,0.593
M51,18a158_220,A,182.0,4.495e-10,0.568
M51,18a158_220,A,186.0,8.096e-10,0.505
M51,18a158_220,A,190.0,2.027e-10,0.422
M51,18a158_220,A,194.0,1.161e-10,0.375
M51,18a158_220,A,198.0,7.339e-11,0.294
M51,18a158_220,A,202.0,8.540e-11,0.224
M51,18a158_220,A,206.0,1.084e-10,0.211
M51,18a158_220,A,210.0,1.602e-10,0.208
M51,18a158_220,A,214.0,2.597e-10,0.210
M51,18a158_220,A,218.0,2.959e-10,0.216
M51,18a158_220,A,222.0,4.129e-10,0.232
M51,18a158_220,A,226.0,4.705e-10,0.251
M51,18a158_220,A,230.0,7.486e-10,0.266
M51,18a158_220,A,234.0,1.751e-9,0.280
M51,18a158_220,A,238.0,6.144e-10,0.275
M51,18a158_220,A,242.0,7.387e-10,0.283
M51,18a158_220,A,246.0,8.557e-10,0.277
M51,18a158_220,A,250.0,1.062e-9,0.248
M51,18a158_220,A,254.0,1.576e-9,0.238
M51,18a158_220,A,258.0,2.231e-9,0.212
M51,18a158_220,A,262.0,9.309e-10,0.205
M51,18a158_220,A,266.0,8.313e-10,0.198
M51,18a158_220,A,270.0,8.060e-10,0.185
M51,18a158_220,A,274.0,7.268e-10,0.183
M51,18a158_220,A,278.0,6.308e-10,0.189
M51,18a158_220,A,282.0,5.720e-10,0.193
M51,18a158_220,A,286.0,5.726e-10,0.194
M51,18a158_220,A,290.0,5.231e-10,0.193
M51,18a158_220,A,294.0,5.217e-10,0.176
M51,18a158_220,A,298.0,5.642e-10,0.154
M51,18a158_220,A,302.0,3.613e-10,0.143
M51,18a158_220,A,306.0,2.705e-10,0.138
M51,18a158_220,A,310.0,2.034e-10,0.127
M51,18a158_220,A,314.0,1.508e-10,0.123
M51,18a158_220,A,318.0,1.158e-10,0.125
M51,18a158_220,A,322.0,7.015e-11,0.108
M51,18a158_220,A,326.0,4.400e-11,0.099
M51,18a158_220,A,330.0,1.087e-10,0.109
M51,18a158_220,A,334.0,1.836e-10,0.105
M51,18a158_220,A,338.0,1.801e-11,0.096
M51,18a158_220,A,342.0,1.072e-11,0.070
M51,18a158_220,A,346.0,1.658e-11,0.066
M51,18a158_220,A,350.0,1.295e-11,0.058
M51,18a158_220,A,354.0,7.199e-12,0.051
M51,18a158_220,A,358.0,4.864e-12,0.046
M51,18a158_220,A,362.0,8.325e-12,0.034
M51,18a158_220,A,366.0,1.887e-12,0.028
M51,18a158_220,A,370.0,1.898e-12,0.017
M51,18a158_220,A,374.0,3.803e-13,0.009
M51,18a158_220,A,378.0,3.848e-13,0.010
M51,18a158_220,A,382.0,1.196e-12,0.011
M51,18a158_220,A,386.0,2.357e-12,0.008
M51,18a158_220,A,390.0,3.396e-12,0.004
M51,18a158_220,A,394.0,1.051e-13,0.003
M51,18a158_220,A,398.0,3.654e-12,0.005
M51,18a158_220,A,402.0,2.074e-12,0.008
M51,18a158_220,A,406.0,5.807e-13,0.012
M51,18a158_220,A,410.0,8.150e-13,0.017
M51,18a158_220,A,414.0,4.535e-11,0.021
M51,18a158_220,A,418.0,2.169e-10,0.026
M51,18a158_220,A,422.0,3.050e-11,0.032
M51,18a158_220,A,426.0,1.121e-12,0.037
M51,18a158_220,A,430.0,8.697e-12,0.033
M51,18a158_220,A,434.0,1.900e-10,0.023
M51,18a158_220,A,438.0,6.390e-10,0.022
M51,18a158_220,A,442.0,1.072e-11,0.016
M51,18a158_220,A,446.0,1.101e-12,0.015
M51,18a158_220,A,450.0,8.557e-12,0.012
M51,18a158_220,A,454.0,2.697e-12,0.008
M51,18a158_220,A,458.0,7.337e-14,0.001
M51,18a158_220,A,462.0,3.299e-13,0.003
M51,18a158_220,A,466.0,2.632e-12,0.003
M51,18a158_220,A,470.0,4.289e-13,0.005
M51,18a158_220,A,474.0,6.401e-13,0.004
M51,18a158_220,A,478.0,8.797e-14,0.005
M51,18a158_220,A,482.0,2.493e-12,0.014
M51,18a158_220,A,486.0,8.204e-12,0.016
M51,18a158_220,A,490.0,6.735e-12,0.015
M51,18a158_220,A,494.0,1.067e-10,0.014
M51,18a158_220,A,498.0,3.475e-12,0.016
M51,18a158_220,A,502.0,2.567e-13,0.020
M51,18a158_220,A,506.0,2.269e-12,0.026
M51,18a158_220,A,510.0,1.872e-11,0.029
M51,18a158_220,A,514.0,3.797e-12,0.027
M51,18a158_220,A,518.0,1.855e-10,0.031
M51,18a158_220,A,522.0,2.852e-10,0.021
M51,18a158_220,A,526.0,9.001e-12,0.019
M51,18a158_220,A,530.0,6.340e-13,0.021
M51,18a158_220,A,534.0,7.154e-13,0.024
M51,18a158_220,A,538.0,1.767e-12,0.017
M51,18a158_220,A,542.0,2.004e-11,0.009
M51,18a158_220,A,546.0,4.681e-12,0.008
M51,18a158_220,A,550.0,1.393e-14,0.001
M51,18a158_220,A,554.0,4.634e-16,0.000
M51,18a158_220,A,558.0,3.807e-12,0.006
M51,18a158_220,A,562.0,1.984e-12,0.003
M51,18a158_220,A,566.0,2.449e-13,0.003
M51,18a158_220,A,570.0,3.547e-13,0.007
M51,18a158_220,A,574.0,2.159e-11,0.011
M51,18a158_220,A,578.0,6.481e-13,0.007
M51,18a158_220,A,582.0,5.296e-15,0.004
M51,18a158_220,A,586.0,7.480e-13,0.004
M51,18a158_220,A,590.0,4.644e-13,0.004
M51,18a158_220,A,594.0,4.557e-13,0.002
M51,18a158_220,A,598.0,8.491e-14,0.000
M51,18a158_220,A,602.0,3.540e-14,0.000
M51,18a158_220,A,606.0,5.930e-14,0.001
M51,18a158_220,A,614.0,5.371e-14,0.000
M51,18a158_220,A,618.0,4.352e-14,0.001
M51,18a158_220,A,622.0,4.427e-13,0.006
M51,18a158_220,A,626.0,6.039e-13,0.010
M51,18a158_220,A,630.0,5.361e-13,0.013
M51,18a158_220,A,634.0,7.343e-12,0.017
M51,18a158_220,A,638.0,1.202e-10,0.023
M51,18a158_220,A,642.0,5.012e-11,0.024
M51,18a158_220,A,646.0,1.082e-11,0.024
M51,18a158_220,A,650.0,2.712e-11,0.020
M51,18a158_220,A,654.0,1.157e-12,0.012
M51,18a158_220,A,658.0,2.689e-11,0.015
M51,18a158_220,A,662.0,4.644e-10,0.014
M51,18a158_220,A,666.0,1.874e-10,0.016
M51,18a158_220,A,670.0,1.911e-12,0.010
M51,18a158_220,A,674.0,1.623e-12,0.009
M51,18a158_220,A,678.0,8.265e-13,0.007
M51,18a158_220,A,682.0,5.711e-14,0.005
M51,18a158_220,A,686.0,1.952e-12,0.009
M51,18a158_220,A,690.0,8.909e-11,0.011
M51,18a158_220,A,694.0,3.622e-12,0.010
M51,18a158_220,A,698.0,3.446e-12,0.010
M51,18a158_220,A,702.0,3.563e-12,0.007
M51,18a158_220,A,706.0,7.508e-15,0.006
M51,18a158_220,A,710.0,3.781e-14,0.008
M51,18a158_220,A,714.0,2.380e-13,0.006
M51,18a158_220,A,718.0,2.705e-11,0.008
M51,18a158_220,A,722.0,1.377e-12,0.006
M51,18a158_220,A,726.0,2.040e-14,0.004
M51,18a158_220,A,730.0,6.930e-15,0.003
M51,18a158_220,A,734.0,5.812e-15,0.001
M51,18a158_220,B,2.0,6.328e-8,1.000
M51,18a158_220,B,6.0,6.719e-8,1.000
M51,18a158_220,B,10.0,7.629e-8,1.000
M51,18a158_220,B,14.0,4.658e-8,1.000
M51,18a158_220,B,18.0,3.610e-8,1.000
M51,18a158_220,B,22.0,2.584e-8,1.000
M51,18a158_220,B,26.0,1.704e-8,1.000
M51,18a158_220,B,30.0,1.195e-8,0.980
M51,18a158_220,B,34.0,7.910e-9,1.000
M51,18a158_220,B,38.0,4.954e-9,0.945
M51,18a158_220,B,42.0,3.018e-9,0.959
M51,18a158_220,B,46.0,3.081e-9,0.983
M51,18a158_220,B,50.0,2.761e-9,0.992
M51,18a158_220,B,54.0,2.072e-9,0.954
M51,18a158_220,B,58.0,1.828e-9,0.945
M51,18a158_220,B,62.0,1.571e-9,0.901
M51,18a158_220,B,66.0,1.932e-9,0.884
M51,18a158_220,B,70.0,2.864e-9,0.828
M51,18a158_220,B,74.0,3.565e-9,0.752
M51,18a158_220,B,78.0,3.260e-9,0.740
M51,18a158_220,B,82.0,2.562e-9,0.724
M51,18a158_220,B,86.0,2.116e-9,0.709
M51,18a158_220,B,90.0,1.833e-9,0.785
M51,18a158_220,B,94.0,1.882e-9,0.798
M51,18a158_220,B,98.0,4.918e-9,0.821
M51,18a158_220,B,102.0,1.768e-9,0.823
M51,18a158_220,B,106.0,2.091e-9,0.787
M51,18a158_220,B,110.0,2.206e-9,0.776
M51,18a158_220,B,114.0,2.157e-9,0.788
M51,18a158_220,B,118.0,2.316e-9,0.824
M51,18a158_220,B,122.0,2.728e-9,0.853
M51,18a158_220,B,126.0,2.512e-9,0.871
M51,18a158_220,B,130.0,2.483e-9,0.885
M51,18a158_220,B,134.0,2.004e-9,0.923
M51,18a158_220,B,138.0,1.857e-9,0.955
M51,18a158_220,B,142.0,1.967e-9,0.982
M51,18a158_220,B,146.0,1.821e-9,0.953
M51,18a158_220,B,150.0,1.704e-9,0.882
M51,18a158_220,B,154.0,1.268e-9,0.819
M51,18a158_220,B,158.0,9.357e-10,0.746
M51,18a158_220,B,162.0,8.572e-10,0.687
M51,18a158_220,B,166.0,7.150e-10,0.610
M51,18a158_220,B,170.0,5.410e-10,0.582
M51,18a158_220,B,174.0,4.272e-10,0.558
M51,18a158_220,B,178.0,3.415e-10,0.533
M51,18a158_220,B,182.0,3.490e-10,0.491
M51,18a158_220,B,186.0,7.290e-10,0.422
M51,18a158_220,B,190.0,1.427e-10,0.377
M51,18a158_220,B,194.0,7.438e-11,0.276
M51,18a158_220,B,198.0,4.522e-11,0.198
M51,18a158_220,B,202.0,5.315e-11,0.181
M51,18a158_220,B,206.0,7.039e-11,0.162
M51,18a158_220,B,210.0,1.251e-10,0.163
M51,18a158_220,B,214.0,2.270e-10,0.175
M51,18a158_220,B,218.0,2.623e-10,0.172
M51,18a158_220,B,222.0,3.750e-10,0.180
M51,18a158_220,B,226.0,4.351e-10,0.200
M51,18a158_220,B,230.0,7.125e-10,0.212
M51,18a158_220,B,234.0,1.719e-9,0.229
M51,18a158_220,B,238.0,5.835e-10,0.230
M51,18a158_220,B,242.0,7.060e-10,0.245
M51,18a158_220,B,246.0,8.175e-10,0.243
M51,18a158_220,B,250.0,1.027e-9,0.220
M51,18a158_220,B,254.0,1.542e-9,0.209
M51,18a158_220,B,258.0,2.203e-9,0.189
M51,18a158_220,B,262.0,9.032e-10,0.173
M51,18a158_220,B,266.0,8.092e-10,0.158
M51,18a158_220,B,270.0,7.847e-10,0.157
M51,18a158_220,B,274.0,7.054e-10,0.162
M51,18a158_220,B,278.0,6.125e-10,0.165
M51,18a158_220,B,282.0,5.537e-10,0.161
M51,18a158_220,B,286.0,5.534e-10,0.149
M51,18a158_220,B,290.0,5.077e-10,0.131
M51,18a158_220,B,294.0,5.088e-10,0.127
M51,18a158_220,B,298.0,5.499e-10,0.121
M51,18a158_220,B,302.0,3.436e-10,0.122
M51,18a158_220,B,306.0,2.516e-10,0.123
M51,18a158_220,B,310.0,1.877e-10,0.109
M51,18a158_220,B,314.0,1.362e-10,0.097
M51,18a158_220,B,318.0,1.004e-10,0.093
M51,18a158_220,B,322.0,5.453e-11,0.079
M51,18a158_220,B,326.0,2.941e-11,0.078
M51,18a158_220,B,330.0,9.282e-11,0.089
M51,18a158_220,B,334.0,1.722e-10,0.081
M51,18a158_220,B,338.0,9.724e-12,0.065
M51,18a158_220,B,342.0,4.841e-12,0.048
M51,18a158_220,B,346.0,1.031e-11,0.048
M51,18a158_220,B,350.0,7.319e-12,0.037
M51,18a158_220,B,354.0,3.625e-12,0.019
M51,18a158_220,B,358.0,2.110e-12,0.011
M51,18a158_220,B,362.0,6.054e-12,0.009
M51,18a158_220,B,366.0,4.370e-13,0.009
M51,18a158_220,B,370.0,7.617e-13,0.004
M51,18a158_220,B,378.0,5.793e-14,0.001
M51,18a158_220,B,382.0,6.072e-13,0.002
M51,18a158_220,B,386.0,1.456e-12,0.002
M51,18a158_220,B,390.0,3.002e-12,0.002
M51,18a158_220,B,398.0,2.545e-12,0.002
M51,18a158_220,B,402.0,1.287e-12,0.006
M51,18a158_220,B,406.0,2.821e-13,0.009
M51,18a158_220,B,410.0,5.473e-13,0.013
M51,18a158_220,B,414.0,4.347e-11,0.016
M51,18a158_220,B,418.0,2.149e-10,0.020
M51,18a158_220,B,422.0,2.877e-11,0.024
M51,18a158_220,B,426.0,7.793e-13,0.022
M51,18a158_220,B,430.0,8.101e-12,0.020
M51,18a158_220,B,434.0,1.892e-10,0.017
M51,18a158_220,B,438.0,6.383e-10,0.015
M51,18a158_220,B,442.0,1.058e-11,0.012
M51,18a158_220,B,446.0,8.817e-13,0.013
M51,18a158_220,B,450.0,8.021e-12,0.012
M51,18a158_220,B,454.0,2.231e-12,0.006
M51,18a158_220,B,458.0,1.165e-14,0.000
M51,18a158_220,B,462.0,8.093e-14,0.002
M51,18a158_220,B,466.0,1.917e-12,0.002
M51,18a158_220,B,470.0,1.292e-13,0.002
M51,18a158_220,B,474.0,2.933e-13,0.002
M51,18a158_220,B,478.0,7.824e-15,0.004
M51,18a158_220,B,482.0,1.888e-12,0.011
M51,18a158_220,B,486.0,6.948e-12,0.014
M51,18a158_220,B,490.0,5.869e-12,0.012
M51,18a158_220,B,494.0,1.059e-10,0.011
M51,18a158_220,B,498.0,2.417e-12,0.011
M51,18a158_220,B,502.0,1.302e-13,0.011
M51,18a158_220,B,506.0,1.795e-12,0.016
M51,18a158_220,B,510.0,1.739e-11,0.021
M51,18a158_220,B,514.0,2.720e-12,0.018
M51,18a158_220,B,518.0,1.843e-10,0.021
M51,18a158_220,B,522.0,2.842e-10,0.018
M51,18a158_220,B,526.0,8.076e-12,0.017
M51,18a158_220,B,530.0,4.050e-13,0.019
M51,18a158_220,B,534.0,4.114e-13,0.019
M51,18a158_220,B,538.0,1.336e-12,0.012
M51,18a158_220,B,542.0,1.936e-11,0.009
M51,18a158_220,B,546.0,4.551e-12,0.006
M51,18a158_220,B,550.0,3.926e-17,0.000
M51,18a158_220,B,558.0,2.676e-12,0.004
M51,18a158_220,B,562.0,1.361e-12,0.003
M51,18a158_220,B,566.0,1.265e-13,0.003
M51,18a158_220,B,570.0,8.028e-14,0.004
M51,18a158_220,B,574.0,2.063e-11,0.008
M51,18a158_220,B,578.0,3.705e-13,0.007
M51,18a158_220,B,582.0,1.599e-15,0.004
M51,18a158_220,B,586.0,3.998e-13,0.003
M51,18a158_220,B,590.0,1.854e-13,0.001
M51,18a158_220,B,594.0,2.697e-13,0.001
M51,18a158_220,B,598.0,3.910e-14,0.000
M51,18a158_220,B,602.0,5.470e-15,0.000
M51,18a158_220,B,606.0,7.598e-15,0.000
M51,18a158_220,B,614.0,1.820e-14,0.000
M51,18a158_220,B,622.0,2.217e-13,0.005
M51,18a158_220,B,626.0,3.505e-13,0.008
M51,18a158_220,B,630.0,3.582e-13,0.013
M51,18a158_220,B,634.0,6.842e-12,0.017
M51,18a158_220,B,638.0,1.197e-10,0.022
M51,18a158_220,B,642.0,4.969e-11,0.024
M51,18a158_220,B,646.0,9.929e-12,0.023
M51,18a158_220,B,650.0,2.646e-11,0.019
M51,18a158_220,B,654.0,1.102e-12,0.011
